TransactionID,LineItemID,CustomerID,FirstName,LastName,CustomerSegment,PaymentType,PreferredMagazine,CustomerHeightCM,SaleDate,Year,Month,DayOfWeek,Hour,ProductCategory,ProductID,UnitsSold,UnitPrice,PreDiscountRevenue,Revenue,Profit,PromotionUsed
TRANS-04265,1,CUST-0307,Leonor,Santos,Parent,MBWay,Wellness Weekly,180,2023-12-28,2023,12,Thursday,19,Medications,MEDI-174,1,16.39,16.39,16.39,2.46,No
TRANS-04265,2,CUST-0307,Leonor,Santos,Parent,MBWay,Wellness Weekly,180,2023-12-28,2023,12,Thursday,19,Dermocosmetics,DERM-199,1,39.24,39.24,39.24,15.7,No
TRANS-04267,1,CUST-0337,Beatriz,Pereira,Senior,Cash,Health Today,174,2023-06-01,2023,6,Thursday,11,Medications,MEDI-171,1,18.39,18.39,18.39,2.76,No
TRANS-04268,1,CUST-0347,Rodrigo,Pereira,Senior,Cash,Health Today,155,2023-12-14,2023,12,Thursday,18,Supplements,SUPP-198,1,22.12,22.12,22.12,9.96,No
TRANS-04268,2,CUST-0347,Rodrigo,Pereira,Senior,Cash,Health Today,155,2023-12-14,2023,12,Thursday,18,Dermocosmetics,DERM-167,1,31.06,31.06,26.4,10.56,Yes
TRANS-04270,1,CUST-0188,Francisco,Costa,Parent,Debit Card,None,176,2023-10-24,2023,10,Tuesday,11,Medications,MEDI-150,2,15.53,31.06,31.06,4.66,No
TRANS-04271,1,CUST-0076,Leonor,Oliveira,Regular,Debit Card,None,160,2023-06-19,2023,6,Monday,8,Supplements,SUPP-173,1,13.43,13.43,13.43,6.04,No
TRANS-04272,1,CUST-0257,Martim,Oliveira,Regular,MBWay,Pharma Times,166,2023-06-08,2023,6,Thursday,15,Supplements,SUPP-173,1,32.5,32.5,32.5,14.62,No
TRANS-04272,2,CUST-0257,Martim,Oliveira,Regular,MBWay,Pharma Times,166,2023-06-08,2023,6,Thursday,15,Medications,MEDI-125,1,20.36,20.36,20.36,3.05,No
TRANS-04274,1,CUST-0056,Martim,Costa,Parent,Debit Card,Wellness Weekly,151,2023-04-05,2023,4,Wednesday,19,Dermocosmetics,DERM-129,1,19.24,19.24,19.24,7.7,No
TRANS-04275,1,CUST-0221,Martim,Silva,Regular,Debit Card,Health Today,149,2023-07-26,2023,7,Wednesday,10,Supplements,SUPP-173,1,31.75,31.75,31.75,14.29,No
TRANS-04275,2,CUST-0221,Martim,Silva,Regular,Debit Card,Health Today,149,2023-07-26,2023,7,Wednesday,10,Supplements,SUPP-153,1,13.46,13.46,13.46,6.06,No
TRANS-04277,1,CUST-0286,Francisco,Santos,Parent,Credit Card,Pharma Times,169,2023-08-31,2023,8,Thursday,18,Medications,MEDI-120,1,8.77,8.77,8.77,1.31,No
TRANS-04278,1,CUST-0214,Martim,Santos,Regular,Debit Card,Pharma Times,185,2023-01-16,2023,1,Monday,13,Supplements,SUPP-183,1,27.99,27.99,27.99,12.59,No
TRANS-04279,1,CUST-0159,Matilde,Costa,Senior,Credit Card,Pharma Times,141,2023-10-15,2023,10,Sunday,16,Dermocosmetics,DERM-193,1,33.2,33.2,33.2,13.28,No
TRANS-04279,2,CUST-0159,Matilde,Costa,Senior,Credit Card,Pharma Times,141,2023-10-15,2023,10,Sunday,16,Medications,MEDI-142,1,16.04,16.04,16.04,2.41,No
TRANS-04281,1,CUST-0186,Leonor,Pereira,Regular,Debit Card,Wellness Weekly,137,2023-11-29,2023,11,Wednesday,12,Medications,MEDI-132,1,14.8,14.8,14.8,2.22,No
TRANS-04282,1,CUST-0337,Beatriz,Pereira,Senior,Cash,Health Today,174,2023-10-15,2023,10,Sunday,12,Dermocosmetics,DERM-197,1,39.56,39.56,33.63,13.45,Yes
TRANS-04282,2,CUST-0337,Beatriz,Pereira,Senior,Cash,Health Today,174,2023-10-15,2023,10,Sunday,12,Medications,MEDI-137,1,20.46,20.46,20.46,3.07,No
TRANS-04284,1,CUST-0209,Beatriz,Costa,Senior,Credit Card,Wellness Weekly,179,2023-12-06,2023,12,Wednesday,15,Medications,MEDI-116,1,20.53,20.53,20.53,3.08,No
TRANS-04284,2,CUST-0209,Beatriz,Costa,Senior,Credit Card,Wellness Weekly,179,2023-12-06,2023,12,Wednesday,15,Medications,MEDI-173,1,12.12,12.12,12.12,1.82,No
TRANS-04286,1,CUST-0282,Beatriz,Oliveira,Regular,Cash,Wellness Weekly,154,2023-03-17,2023,3,Friday,9,Dermocosmetics,DERM-152,1,25.76,25.76,25.76,10.3,No
TRANS-04287,1,CUST-0347,Rodrigo,Pereira,Senior,Cash,Health Today,155,2023-03-17,2023,3,Friday,18,Medications,MEDI-156,2,8.4,16.8,16.8,2.52,No
TRANS-04288,1,CUST-0282,Beatriz,Oliveira,Regular,Cash,Wellness Weekly,154,2023-07-15,2023,7,Saturday,10,Medications,MEDI-174,1,13.1,13.1,13.1,1.97,No
TRANS-04289,1,CUST-0038,Rodrigo,Silva,Regular,Cash,None,164,2023-04-21,2023,4,Friday,17,Weight Loss,WEIG-102,1,48.31,48.31,48.31,24.15,No
TRANS-04290,1,CUST-0051,Rodrigo,Pereira,Parent,Debit Card,Pharma Times,192,2023-12-11,2023,12,Monday,18,Medications,MEDI-188,1,18.5,18.5,18.5,2.77,No
TRANS-04290,2,CUST-0051,Rodrigo,Pereira,Parent,Debit Card,Pharma Times,192,2023-12-11,2023,12,Monday,18,Baby Care,BABY-168,1,7.69,7.69,7.69,2.31,No
TRANS-04292,1,CUST-0062,Francisco,Pereira,Regular,MBWay,Wellness Weekly,188,2023-05-09,2023,5,Tuesday,17,Weight Loss,WEIG-125,1,33.95,33.95,33.95,16.98,No
TRANS-04293,1,CUST-0077,Rodrigo,Silva,Regular,Cash,Health Today,180,2023-05-04,2023,5,Thursday,12,Medications,MEDI-176,1,11.66,11.66,11.66,1.75,No
TRANS-04293,2,CUST-0077,Rodrigo,Silva,Regular,Cash,Health Today,180,2023-05-04,2023,5,Thursday,12,Weight Loss,WEIG-166,1,51.46,51.46,43.75,21.87,Yes
TRANS-04295,1,CUST-0016,Beatriz,Costa,Parent,Cash,Wellness Weekly,183,2023-03-26,2023,3,Sunday,10,Baby Care,BABY-162,1,5.01,5.01,5.01,1.5,No
TRANS-04295,2,CUST-0016,Beatriz,Costa,Parent,Cash,Wellness Weekly,183,2023-03-26,2023,3,Sunday,10,Baby Care,BABY-186,1,8.47,8.47,8.47,2.54,No
TRANS-04295,3,CUST-0016,Beatriz,Costa,Parent,Cash,Wellness Weekly,183,2023-03-26,2023,3,Sunday,10,Medications,MEDI-151,2,12.84,25.68,25.68,3.85,No
TRANS-04298,1,CUST-0029,Leonor,Silva,Regular,Debit Card,Health Today,169,2023-03-01,2023,3,Wednesday,12,Weight Loss,WEIG-198,1,27.07,27.07,27.07,13.54,No
TRANS-04299,1,CUST-0042,Matilde,Costa,Parent,Credit Card,Health Today,166,2023-12-09,2023,12,Saturday,16,Baby Care,BABY-125,1,7.68,7.68,7.68,2.3,No
TRANS-04300,1,CUST-0014,Matilde,Silva,Senior,Cash,Pharma Times,171,2023-01-25,2023,1,Wednesday,9,Dermocosmetics,DERM-109,1,16.68,16.68,16.68,6.67,No
TRANS-04300,2,CUST-0014,Matilde,Silva,Senior,MB Way,Pharma Times,171,2023-01-25,2023,1,Wednesday,9,Medications,MEDI-183,1,11.4,11.4,11.4,1.71,No
TRANS-04300,3,CUST-0014,Matilde,Silva,Senior,Cash,Pharma Times,171,2023-01-25,2023,1,Wednesday,9,Medications,MEDI-178,1,18.07,18.07,18.07,2.71,No
TRANS-04303,1,CUST-0028,Francisco,Pereira,Senior,Cash,Pharma Times,162,2023-08-21,2023,8,Monday,18,Medications,MEDI-153,1,19.94,19.94,19.94,2.99,No
TRANS-04303,2,CUST-0028,Francisco,Pereira,Senior,Cash,Pharma Times,162,2023-08-21,2023,8,Monday,18,Medications,MEDI-167,1,15.74,15.74,15.74,2.36,No
TRANS-04303,3,CUST-0028,Francisco,Pereira,Senior,MB Way,Pharma Times,162,2023-08-21,2023,8,Monday,18,Medications,MEDI-157,1,16.4,16.4,16.4,2.46,No
TRANS-04306,1,CUST-0026,Francisco,Silva,Parent,Cash,,172,2023-07-08,2023,7,Saturday,8,Baby Care,BABY-129,1,7.16,7.16,7.16,2.15,No
TRANS-04306,2,CUST-0026,Francisco,Silva,Parent,Cash,Health Today,172,2023-07-08,2023,7,Saturday,8,Baby Care,BABY-164,1,9.79,9.79,9.79,2.94,No
TRANS-04308,1,CUST-0201,Martim,Oliveira,Parent,Cash,Health Today,211,2023-03-25,2023,3,Saturday,15,Medications,MEDI-108,1,13.74,13.74,13.74,2.06,No
TRANS-04309,1,CUST-0072,Martim,Santos,Regular,Debit Card,Health Today,181,2023-07-26,2023,7,Wednesday,9,Medications,MEDI-198,2,17.07,34.14,34.14,5.12,No
TRANS-04310,1,CUST-0306,Francisco,Santos,Parent,Cash,Pharma Times,198,2023-03-12,2023,3,Sunday,13,Baby Care,BABY-145,1,11.39,11.39,9.68,2.9,Yes
TRANS-04310,2,CUST-0306,Francisco,Santos,Parent,Cash,Pharma Times,198,2023-03-12,2023,3,Sunday,13,Medications,MEDI-196,1,17.87,17.87,17.87,2.68,No
TRANS-04312,1,CUST-0243,Leonor,Oliveira,Parent,Cash,Pharma Times,176,2023-07-16,2023,7,Sunday,13,Medications,MEDI-107,1,15.48,15.48,15.48,2.32,No
TRANS-04313,1,CUST-0309,Rodrigo,Silva,Parent,Cash,Pharma Times,182,2023-02-04,2023,2,Saturday,11,Medications,MEDI-199,1,7.34,7.34,7.34,1.1,No
TRANS-04314,1,CUST-0269,Beatriz,Oliveira,Regular,Debit Card,Health Today,166,2023-12-12,2023,12,Tuesday,19,Medications,MEDI-169,1,21.55,21.55,21.55,3.23,No
TRANS-04314,2,CUST-0269,Beatriz,Oliveira,Regular,Debit Card,Health Today,166,2023-12-12,2023,12,Tuesday,19,Dermocosmetics,DERM-126,1,21.96,21.96,18.67,7.47,Yes
TRANS-04316,1,CUST-0068,Beatriz,Santos,Regular,Debit Card,Wellness Weekly,194,2023-06-10,2023,6,Saturday,9,Weight Loss,WEIG-146,1,25.99,25.99,25.99,13.0,No
TRANS-04317,1,CUST-0177,Leonor,Santos,Regular,Debit Card,Wellness Weekly,154,2023-07-25,2023,7,Tuesday,18,Weight Loss,WEIG-114,1,52.45,52.45,52.45,26.23,No
TRANS-04317,2,CUST-0177,Leonor,Santos,Regular,Debit Card,Wellness Weekly,154,2023-07-25,2023,7,Tuesday,18,Weight Loss,WEIG-160,1,49.73,49.73,42.27,21.14,Yes
TRANS-04319,1,CUST-0085,Beatriz,Costa,Senior,Cash,Wellness Weekly,170,2023-12-14,2023,12,Thursday,18,Medications,MEDI-114,1,9.45,9.45,9.45,1.42,No
TRANS-04319,2,CUST-0085,Beatriz,Costa,Senior,Cash,Wellness Weekly,170,2023-12-14,2023,12,Thursday,18,Medications,MEDI-149,1,18.26,18.26,18.26,2.74,No
TRANS-04321,1,CUST-0122,Leonor,Santos,Senior,Debit Card,Health Today,189,2023-09-20,2023,9,Wednesday,20,Medications,MEDI-186,1,14.02,14.02,14.02,2.1,No
TRANS-04322,1,CUST-0280,Martim,Costa,Senior,MBWay,Health Today,202,2023-10-21,2023,10,Saturday,10,Medications,MEDI-145,1,9.86,9.86,9.86,1.48,No
TRANS-04322,2,CUST-0280,Martim,Costa,Senior,MBWay,Health Today,202,2023-10-21,2023,10,Saturday,10,Medications,MEDI-158,1,17.02,17.02,17.02,2.55,No
TRANS-04324,1,CUST-0152,Francisco,Silva,Regular,Cash,Wellness Weekly,206,2023-06-07,2023,6,Wednesday,14,Baby Care,BABY-134,1,10.81,10.81,10.81,3.24,No
TRANS-04324,2,CUST-0152,Francisco,Silva,Regular,Cash,Wellness Weekly,206,2023-06-07,2023,6,Wednesday,14,Baby Care,BABY-122,1,7.58,7.58,7.58,2.28,No
TRANS-04326,1,CUST-0073,Beatriz,Pereira,Regular,Credit Card,Wellness Weekly,193,2023-07-22,2023,7,Saturday,9,Medications,MEDI-138,1,21.6,21.6,21.6,3.24,No
TRANS-04327,1,CUST-0049,Francisco,Pereira,Regular,Credit Card,Wellness Weekly,167,2023-08-09,2023,8,Wednesday,17,Medications,MEDI-136,1,7.79,7.79,7.79,1.17,No
TRANS-04327,2,CUST-0049,Francisco,Pereira,Regular,Credit Card,Wellness Weekly,167,2023-08-09,2023,8,Wednesday,17,Medications,MEDI-158,1,10.75,10.75,10.75,1.61,No
TRANS-04329,1,CUST-0053,Francisco,Costa,Regular,MB Way,Health Today,168,2023-07-23,2023,7,Sunday,13,Supplements,SUPP-161,1,31.55,31.55,31.55,14.2,No
TRANS-04329,2,CUST-0053,Francisco,Costa,Regular,Debit Card,Health Today,168,2023-07-23,2023,7,Sunday,13,Medications,MEDI-160,2,14.49,28.99,28.99,4.35,No
TRANS-04331,1,CUST-0263,Rodrigo,Pereira,Senior,MBWay,None,194,2023-03-29,2023,3,Wednesday,10,Medications,MEDI-124,1,19.51,19.51,19.51,2.93,No
TRANS-04331,2,CUST-0263,Rodrigo,Pereira,Senior,Debit Card,None,194,2023-03-29,2023,3,Wednesday,10,Medications,MEDI-182,1,14.37,14.37,14.37,2.16,No
TRANS-04333,1,CUST-0302,Beatriz,Santos,Regular,Cash,Health Today,166,2023-10-02,2023,10,Monday,16,Medications,MEDI-124,1,9.9,9.9,9.9,1.49,No
TRANS-04334,1,CUST-0266,Matilde,Santos,Regular,MBWay,None,169,2023-08-03,2023,8,Thursday,14,Medications,MEDI-122,1,12.1,12.1,12.1,1.82,No
TRANS-04334,2,CUST-0266,Matilde,Santos,Regular,MBWay,None,169,2023-08-03,2023,8,Thursday,14,Weight Loss,WEIG-163,1,44.04,44.04,44.04,22.02,No
TRANS-04336,1,CUST-0225,Beatriz,Santos,Parent,MBWay,Health Today,174,2023-04-30,2023,4,Sunday,18,Weight Loss,WEIG-198,1,48.92,48.92,41.58,20.79,Yes
TRANS-04337,1,CUST-0277,Francisco,Costa,Regular,MBWay,Wellness Weekly,195,2023-05-05,2023,5,Friday,12,Dermocosmetics,DERM-115,1,20.32,20.32,20.32,8.13,No
TRANS-04338,1,CUST-0349,Rodrigo,Oliveira,Regular,Credit Card,None,156,2023-06-13,2023,6,Tuesday,11,Medications,MEDI-153,1,10.43,10.43,10.43,1.57,No
TRANS-04338,2,CUST-0349,Rodrigo,Oliveira,Regular,Credit Card,None,156,2023-06-13,2023,6,Tuesday,11,Weight Loss,WEIG-197,1,45.86,45.86,38.98,19.49,Yes
TRANS-04340,1,CUST-0253,Martim,Santos,Regular,MBWay,None,161,2023-12-26,2023,12,Tuesday,8,Medications,MEDI-176,1,16.55,16.55,16.55,2.48,No
TRANS-04340,2,CUST-0253,Martim,Santos,Regular,MBWay,None,161,2023-12-26,2023,12,Tuesday,8,Medications,MEDI-152,1,21.92,21.92,21.92,3.29,No
TRANS-04342,1,CUST-0233,Beatriz,Silva,Regular,MBWay,Pharma Times,177,2023-09-02,2023,9,Saturday,12,Medications,MEDI-190,1,19.91,19.91,19.91,2.99,No
TRANS-04342,2,CUST-0233,Beatriz,Silva,Regular,MB Way,Pharma Times,177,2023-09-02,2023,9,Saturday,12,Weight Loss,WEIG-164,1,34.18,34.18,34.18,17.09,No
TRANS-04344,1,CUST-0076,Leonor,Oliveira,Regular,Credit Card,None,160,2023-01-08,2023,1,Sunday,10,Dermocosmetics,DERM-147,1,26.28,26.28,26.28,10.51,No
TRANS-04344,2,CUST-0076,Leonor,Oliveira,Regular,Debit Card,None,160,2023-01-08,2023,1,Sunday,10,Medications,MEDI-119,1,19.61,19.61,19.61,2.94,No
TRANS-04346,1,CUST-0093,Matilde,Pereira,Senior,Debit Card,Wellness Weekly,183,2023-04-25,2023,4,Tuesday,8,Medications,MEDI-181,1,17.11,17.11,17.11,2.57,No
TRANS-04346,2,CUST-0093,Matilde,Pereira,Senior,Debit Card,Wellness Weekly,183,2023-04-25,2023,4,Tuesday,8,Medications,MEDI-112,1,17.18,17.18,17.18,2.58,No
TRANS-04348,1,CUST-0338,Matilde,Santos,Regular,Credit Card,Wellness Weekly,169,2023-07-07,2023,7,Friday,15,Weight Loss,WEIG-102,1,38.87,38.87,38.87,19.43,No
TRANS-04348,2,CUST-0338,Matilde,Santos,Regular,Credit Card,Wellness Weekly,169,2023-07-07,2023,7,Friday,15,Dermocosmetics,DERM-158,1,35.6,35.6,35.6,14.24,No
TRANS-04350,1,CUST-0208,Beatriz,Silva,Regular,Cash,Pharma Times,164,2023-10-19,2023,10,Thursday,13,Supplements,SUPP-120,1,23.46,23.46,23.46,10.56,No
TRANS-04351,1,CUST-0090,Beatriz,Pereira,Parent,Cash,Wellness Weekly,174,2023-02-07,2023,2,Tuesday,10,Medications,MEDI-174,1,15.52,15.52,15.52,2.33,No
TRANS-04351,2,CUST-0090,Beatriz,Pereira,Parent,Cash,Wellness Weekly,174,2023-02-07,2023,2,Tuesday,10,Medications,MEDI-159,1,21.32,21.32,21.32,3.2,No
TRANS-04353,1,CUST-0286,Francisco,Santos,Parent,Credit Card,Pharma Times,169,2023-10-30,2023,10,Monday,12,Medications,MEDI-169,2,11.03,22.06,22.06,3.31,No
TRANS-04354,1,CUST-0221,Martim,Silva,Regular,Debit Card,Health Today,149,2023-11-16,2023,11,Thursday,8,Medications,MEDI-178,1,18.75,18.75,18.75,2.81,No
TRANS-04354,2,CUST-0221,Martim,Silva,Regular,Debit Card,Health Today,149,2023-11-16,2023,11,Thursday,8,Medications,MEDI-103,1,8.9,8.9,8.9,1.34,No
TRANS-04356,1,CUST-0020,Martim,Costa,Parent,Cash,Pharma Times,160,2023-06-19,2023,6,Monday,10,Medications,MEDI-105,2,17.38,34.75,34.75,5.21,No
TRANS-04357,1,CUST-0118,Francisco,Costa,Senior,Credit Card,Wellness Weekly,158,2023-12-06,2023,12,Wednesday,11,Medications,MEDI-170,1,17.79,17.79,17.79,2.67,No
TRANS-04358,1,CUST-0129,Francisco,Pereira,Regular,MBWay,Health Today,137,2023-09-17,2023,9,Sunday,16,Medications,MEDI-138,1,11.47,11.47,11.47,1.72,No
TRANS-04358,2,CUST-0129,Francisco,Pereira,Regular,MBWay,Health Today,137,2023-09-17,2023,9,Sunday,16,Medications,MEDI-178,1,18.03,18.03,18.03,2.7,No
TRANS-04360,1,CUST-0263,Rodrigo,Pereira,Senior,Debit Card,None,194,2023-10-11,2023,10,Wednesday,13,Medications,MEDI-181,1,8.26,8.26,8.26,1.24,No
TRANS-04361,1,CUST-0178,Beatriz,Oliveira,Parent,MBWay,Wellness Weekly,177,2023-08-20,2023,8,Sunday,18,Medications,MEDI-181,1,13.87,13.87,13.87,2.08,No
TRANS-04361,2,CUST-0178,Beatriz,Oliveira,Parent,MBWay,Wellness Weekly,177,2023-08-20,2023,8,Sunday,18,Dermocosmetics,DERM-197,1,35.86,35.86,35.86,14.34,No
TRANS-04363,1,CUST-0226,Beatriz,Costa,Parent,Cash,Wellness Weekly,138,2023-02-16,2023,2,Thursday,17,Medications,MEDI-146,1,10.53,10.53,10.53,1.58,No
TRANS-04363,2,CUST-0226,Beatriz,Costa,Parent,Cash,Wellness Weekly,138,2023-02-16,2023,2,Thursday,17,Baby Care,BABY-170,1,8.12,8.12,8.12,2.44,No
TRANS-04365,1,CUST-0101,Matilde,Santos,Senior,Credit Card,Health Today,171,2023-10-04,2023,10,Wednesday,11,Dermocosmetics,DERM-199,1,20.6,20.6,20.6,8.24,No
TRANS-04366,1,CUST-0316,Rodrigo,Pereira,Senior,Cash,Health Today,145,2023-08-20,2023,8,Sunday,11,Supplements,SUPP-136,1,14.56,14.56,14.56,6.55,No
TRANS-04366,2,CUST-0316,Rodrigo,Pereira,Senior,Cash,Health Today,145,2023-08-20,2023,8,Sunday,11,Dermocosmetics,DERM-179,1,33.83,33.83,33.83,13.53,No
TRANS-04368,1,CUST-0237,Beatriz,Oliveira,senior,MBWay,Health Today,160,2023-09-11,2023,9,Monday,17,Medications,MEDI-179,1,12.77,12.77,12.77,1.92,No
TRANS-04368,2,CUST-0237,Beatriz,Oliveira,Senior,MBWay,Health Today,160,2023-09-11,2023,9,Monday,17,Medications,MEDI-120,2,15.62,31.24,31.24,4.69,No
TRANS-04370,1,CUST-0224,Matilde,Oliveira,Regular,Cash,None,159,2023-09-16,2023,9,Saturday,11,Medications,MEDI-164,1,9.31,9.31,9.31,1.4,No
TRANS-04370,2,CUST-0224,Matilde,Oliveira,Regular,Cash,None,159,2023-09-16,2023,9,Saturday,11,Medications,MEDI-117,2,15.65,31.3,31.3,4.7,No
TRANS-04370,3,CUST-0224,Matilde,Oliveira,Regular,Cash,None,159,2023-09-16,2023,9,Saturday,11,Medications,MEDI-164,2,7.57,15.15,15.15,2.27,No
TRANS-04373,1,CUST-0330,Francisco,Pereira,Regular,MBWay,,171,2023-09-30,2023,9,Saturday,17,Medications,MEDI-141,2,7.01,14.02,14.02,2.1,No
TRANS-04373,2,CUST-0330,Francisco,Pereira,Regular,MBWay,None,171,2023-09-30,2023,9,Saturday,17,Medications,MEDI-183,1,16.38,16.38,16.38,2.46,No
TRANS-04373,3,CUST-0330,Francisco,Pereira,Regular,MBWay,None,171,2023-09-30,2023,9,Saturday,17,Dermocosmetics,DERM-131,1,35.87,35.87,35.87,14.35,No
TRANS-04376,1,CUST-0016,Beatriz,Costa,Parent,Cash,,183,2023-12-06,2023,12,Wednesday,20,Medications,MEDI-147,1,12.85,12.85,12.85,1.93,No
TRANS-04376,2,CUST-0016,Beatriz,Costa,Parent,Cash,Wellness Weekly,183,2023-12-06,2023,12,Wednesday,20,Medications,MEDI-194,1,17.28,17.28,17.28,2.59,No
TRANS-04376,3,CUST-0016,Beatriz,Costa,Parent,Cash,Wellness Weekly,183,2023-12-06,2023,12,Wednesday,20,Baby Care,BABY-173,1,10.38,10.38,8.83,2.65,Yes
TRANS-04379,1,CUST-0086,Francisco,Pereira,Parent,Credit Card,Pharma Times,183,2023-05-24,2023,5,Wednesday,20,Medications,MEDI-170,1,18.2,18.2,18.2,2.73,No
TRANS-04379,2,CUST-0086,Francisco,Pereira,Parent,Credit Card,Pharma Times,183,2023-05-24,2023,5,Wednesday,20,Baby Care,BABY-148,1,6.46,6.46,6.46,1.94,No
TRANS-04381,1,CUST-0269,Beatriz,Oliveira,Regular,Debit Card,Health Today,166,2023-07-21,2023,7,Friday,18,Baby Care,BABY-159,1,6.57,6.57,6.57,1.97,No
TRANS-04382,1,CUST-0181,Leonor,Santos,Regular,Cash,Wellness Weekly,173,2023-11-10,2023,11,Friday,17,Medications,MEDI-138,1,10.7,10.7,10.7,1.6,No
TRANS-04383,1,CUST-0069,Beatriz,Pereira,Regular,Cash,Health Today,201,2023-12-16,2023,12,Saturday,9,Weight Loss,WEIG-169,1,49.64,49.64,49.64,24.82,No
TRANS-04383,2,CUST-0069,Beatriz,Pereira,Regular,Cash,Health Today,201,2023-12-16,2023,12,Saturday,9,Medications,MEDI-151,1,10.33,10.33,10.33,1.55,No
TRANS-04385,1,CUST-0100,Rodrigo,Silva,Regular,Cash,None,181,2023-10-07,2023,10,Saturday,10,Medications,MEDI-174,1,12.1,12.1,12.1,1.82,No
TRANS-04386,1,CUST-0085,Beatriz,Costa,Senior,Cash,Wellness Weekly,170,2023-05-14,2023,5,Sunday,8,Medications,MEDI-111,1,20.74,20.74,20.74,3.11,No
TRANS-04386,2,CUST-0085,Beatriz,Costa,Senior,Cash,Wellness Weekly,170,2023-05-14,2023,5,Sunday,8,Weight Loss,WEIG-124,1,31.83,31.83,31.83,15.91,No
TRANS-04386,3,CUST-0085,Beatriz,Costa,Senior,Cash,Wellness Weekly,170,2023-05-14,2023,5,Sunday,8,Weight Loss,WEIG-162,1,53.08,53.08,45.11,22.56,Yes
TRANS-04389,1,CUST-0200,Leonor,Silva,Regular,Credit Card,Wellness Weekly,174,2023-03-27,2023,3,Monday,10,Dermocosmetics,DERM-174,1,43.38,43.38,43.38,17.35,No
TRANS-04389,2,CUST-0200,Leonor,Silva,Regular,Credit Card,Wellness Weekly,174,2023-03-27,2023,3,Monday,10,Weight Loss,WEIG-129,1,27.78,27.78,27.78,13.89,No
TRANS-04391,1,CUST-0272,Francisco,Santos,Senior,MBWay,Pharma Times,165,2023-11-08,2023,11,Wednesday,16,Dermocosmetics,DERM-188,1,21.71,21.71,21.71,8.68,No
TRANS-04392,1,CUST-0259,Matilde,Costa,Parent,Credit Card,Health Today,187,2023-02-24,2023,2,Friday,20,Dermocosmetics,DERM-172,1,26.08,26.08,26.08,10.43,No
TRANS-04392,2,CUST-0259,Matilde,Costa,Parent,Credit Card,Health Today,187,2023-02-24,2023,2,Friday,20,Baby Care,BABY-104,1,8.92,8.92,8.92,2.68,No
TRANS-04392,3,CUST-0259,Matilde,Costa,Parent,Credit Card,Health Today,187,2023-02-24,2023,2,Friday,20,Baby Care,BABY-134,1,12.6,12.6,12.6,3.78,No
TRANS-04395,1,CUST-0287,Matilde,Oliveira,Regular,Credit Card,Health Today,188,2023-06-16,2023,6,Friday,18,Supplements,SUPP-103,1,28.12,28.12,28.12,12.65,No
TRANS-04396,1,CUST-0349,Rodrigo,Oliveira,Regular,Credit Card,None,156,2023-05-28,2023,5,Sunday,13,Medications,MEDI-134,1,9.91,9.91,9.91,1.49,No
TRANS-04397,1,CUST-0322,Matilde,Oliveira,Regular,Credit Card,Health Today,171,2023-11-16,2023,11,Thursday,16,Supplements,SUPP-116,1,30.88,30.88,30.88,13.89,No
TRANS-04398,1,CUST-0296,Francisco,Oliveira,Regular,Debit Card,Health Today,171,2023-02-08,2023,2,Wednesday,19,Medications,MEDI-115,2,15.99,31.97,31.97,4.8,No
TRANS-04399,1,CUST-0085,Beatriz,Costa,senior,Cash,Wellness Weekly,170,2023-01-25,2023,1,Wednesday,19,Medications,MEDI-126,1,17.57,17.57,17.57,2.64,No
TRANS-04400,1,CUST-0298,Francisco,Oliveira,Senior,Credit Card,Health Today,176,2023-05-01,2023,5,Monday,17,Medications,MEDI-135,1,8.29,8.29,8.29,1.24,No
TRANS-04401,1,CUST-0187,Matilde,Costa,Regular,Credit Card,Health Today,195,2023-04-18,2023,4,Tuesday,19,Supplements,SUPP-151,1,19.5,19.5,19.5,8.78,No
TRANS-04402,1,CUST-0233,Beatriz,Silva,Regular,MBWay,Pharma Times,177,2023-02-25,2023,2,Saturday,20,Medications,MEDI-142,1,10.03,10.03,10.03,1.51,No
TRANS-04403,1,CUST-0111,Beatriz,Silva,Regular,MBWay,None,160,2023-03-30,2023,3,Thursday,12,Medications,MEDI-147,2,10.22,20.43,20.43,3.07,No
TRANS-04403,2,CUST-0111,Beatriz,Silva,Regular,MBWay,None,160,2023-03-30,2023,3,Thursday,12,Medications,MEDI-154,1,19.69,19.69,19.69,2.95,No
TRANS-04405,1,CUST-0269,Beatriz,Oliveira,Regular,Debit Card,Health Today,166,2023-02-19,2023,2,Sunday,16,Medications,MEDI-131,2,13.71,27.42,27.42,4.11,No
TRANS-04406,1,CUST-0163,Leonor,Santos,Parent,Cash,Wellness Weekly,189,2023-01-24,2023,1,Tuesday,13,Medications,MEDI-103,1,10.99,10.99,10.99,1.65,No
TRANS-04407,1,CUST-0077,Rodrigo,Silva,Regular,Cash,Health Today,180,2023-12-23,2023,12,Saturday,18,Dermocosmetics,DERM-183,1,23.5,23.5,23.5,9.4,No
TRANS-04407,2,CUST-0077,Rodrigo,Silva,Regular,Cash,Health Today,180,2023-12-23,2023,12,Saturday,18,Medications,MEDI-199,1,7.53,7.53,7.53,1.13,No
TRANS-04409,1,CUST-0182,Beatriz,Santos,Senior,MBWay,Wellness Weekly,197,2023-04-01,2023,4,Saturday,17,Medications,MEDI-159,2,14.94,29.88,29.88,4.48,No
