SessionID,CustomerID,FirstName,LastName,CustomerSegment,Sofa_Color,Pillow_Size,SessionDate,Year,Month,DayOfWeek,Genre,Title,Is_Trending,Episodes_Watched,Watch_Next_Episode,User_Country,User_Age
SESS-06628,USER-0226,Joshua,Harris,Family Account,Black,Queen,2023-05-22,2023,5,Monday,Drama,Last Hope,No,1,No,USA,34
SESS-06629,USER-0063,Joshua,White,New Subscriber,Blue,King,2023-12-03,2023,12,Sunday,Comedy,Just Kidding,No,2,No,USA,18
SESS-06630,USER-0060,Joshua,Taylor,New Subscriber,Beige,Standard,2023-06-23,2023,6,Friday,Comedy,Just Kidding,No,1,No,USA,24
SESS-06631,USER-0295,Amanda,Martin,New Subscriber,Grey,King,2023-12-15,2023,12,Friday,Horror,Don't Look Back,No,1,No,USA,53
SESS-06632,USER-0283,Jessica,Anderson,New Subscriber,Black,Standard,2023-07-29,2023,7,Saturday,Comedy,Just Kidding,No,1,No,USA,20
SESS-06633,USER-0023,Jessica,Thompson,Family Account,Blue,Queen,2023-01-22,2023,1,Sunday,Family,Adventures of Sparky,No,3,No,USA,36
SESS-06634,USER-0114,Sarah,Taylor,Regular User,Beige,Standard,2023-04-21,2023,4,Friday,Sci-Fi,The Omega Protocol,Yes,1,Yes,USA,59
SESS-06635,USER-0213,Chris,Thompson,Regular User,Beige,Standard,2023-12-05,2023,12,Tuesday,Family,Adventures of Sparky,Yes,5,Yes,USA,44
SESS-06636,USER-0264,Jessica,Anderson,Regular User,Beige,Queen,2023-06-10,2023,6,Saturday,Sci-Fi,Chronos,No,2,No,USA,20
SESS-06637,USER-0014,Joshua,Anderson,Regular User,Blue,Queen,2023-03-27,2023,3,Monday,Sci-Fi,Chronos,No,1,No,USA,51
SESS-06638,USER-0266,Jessica,Thompson,Regular User,Black,Standard,2023-01-06,2023,1,Friday,Horror,The Shadow in the Corner,No,2,No,USA,22
SESS-06639,USER-0036,Matthew,White,Regular User,Grey,King,2023-04-05,2023,4,Wednesday,Drama,Crossroads,No,1,No,USA,54
SESS-06640,USER-0049,Ashley,Jackson,Regular User,Beige,Queen,2023-10-05,2023,10,Thursday,Drama,The Inheritance,No,1,No,USA,63
SESS-06641,USER-0198,Sarah,Thomas,Family Account,Black,King,2023-12-01,2023,12,Friday,Comedy,Just Kidding,No,1,No,USA,33
SESS-06642,USER-0297,Matthew,Martin,Regular User,,Queen,2023-03-01,2023,3,Wednesday,Sci-Fi,The Omega Protocol,No,1,No,USA,31
SESS-06643,USER-0192,Ashley,White,New Subscriber,Red,Standard,2023-01-19,2023,1,Thursday,Family,Adventures of Sparky,No,1,No,USA,47
SESS-06644,USER-0114,Sarah,Taylor,Regular User,Beige,Standard,2023-10-23,2023,10,Monday,Comedy,Weekend Getaway,No,1,No,USA,49
SESS-06645,USER-0222,Amanda,Thompson,Regular User,Blue,King,2023-12-05,2023,12,Tuesday,Drama,Last Hope,Yes,1,Yes,USA,62
SESS-06646,USER-0006,Ashley,Martin,New Subscriber,Black,King,2023-11-25,2023,11,Saturday,Sci-Fi,Chronos,No,2,Yes,USA,29
SESS-06647,USER-0105,Ashley,Jackson,Regular User,Red,Standard,2023-12-29,2023,12,Friday,Horror,The Shadow in the Corner,No,1,No,USA,44
SESS-06648,USER-0286,Chris,White,New Subscriber,Blue,King,2023-07-07,2023,7,Friday,Horror,The Shadow in the Corner,No,1,No,USA,43
SESS-06649,USER-0052,Jessica,Taylor,Regular User,Black,King,2023-11-04,2023,11,Saturday,Sci-Fi,Dimension Drift,Yes,3,No,USA,46
SESS-06650,USER-0113,Chris,Taylor,Regular User,Red,Standard,2023-04-17,2023,4,Monday,Sci-Fi,The Omega Protocol,Yes,1,Yes,USA,40
SESS-06651,USER-0296,Chris,Thomas,Family Account,Red,Queen,2023-06-30,2023,6,Friday,Comedy,Laugh Track,No,1,Yes,United States,39
SESS-06652,USER-0136,Amanda,Thompson,Family Account,Red,Standard,2023-01-22,2023,1,Sunday,Comedy,Just Kidding,No,3,No,USA,37
SESS-06653,USER-0245,Ashley,Thomas,Regular User,Beige,Queen,2023-12-13,2023,12,Wednesday,Sci-Fi,Galaxy Runners,No,1,No,USA,55
SESS-06654,USER-0186,Jessica,Martin,Regular User,Black,Queen,2023-09-25,2023,9,Monday,Sci-Fi,Chronos,Yes,1,Yes,USA,63
SESS-06655,USER-0131,Joshua,Thomas,Regular User,Red,Standard,2023-10-04,2023,10,Wednesday,Family,The Magical Treehouse,No,1,No,USA,33
SESS-06656,USER-0093,Amanda,Martin,Regular User,Red,Queen,2023-08-01,2023,8,Tuesday,Sci-Fi,The Omega Protocol,No,1,No,USA,48
SESS-06657,USER-0031,Matthew,White,Regular User,Beige,King,2023-07-18,2023,7,Tuesday,Drama,Crossroads,No,1,No,USA,20
SESS-06658,USER-0252,Matthew,Thompson,New Subscriber,Black,King,2023-12-11,2023,12,Monday,Sci-Fi,Galaxy Runners,Yes,1,Yes,USA,38
SESS-06659,USER-0221,Chris,Taylor,Regular User,Red,King,2023-01-25,2023,1,Wednesday,Sci-Fi,Galaxy Runners,No,2,No,USA,56
SESS-06660,USER-0068,Daniel,Thomas,New Subscriber,Blue,King,2023-12-09,2023,12,Saturday,Drama,City Lights,No,3,No,USA,22
SESS-06661,USER-0114,Sarah,Taylor,Regular User,Beige,Standard,2023-04-11,2023,4,Tuesday,Drama,The Inheritance,Yes,1,Yes,USA,37
SESS-06662,USER-0261,Chris,Thomas,New Subscriber,Blue,Standard,2023-09-11,2023,9,Monday,Drama,City Lights,Yes,1,Yes,USA,40
SESS-06663,USER-0114,Sarah,Taylor,Regular User,Beige,Standard,2023-02-28,2023,2,Tuesday,Drama,Crossroads,No,1,No,USA,49
SESS-06664,USER-0221,Chris,Taylor,Regular User,Red,King,2023-10-12,2023,10,Thursday,Drama,The Inheritance,No,1,No,USA,59
SESS-06665,USER-0199,Amanda,Harris,Family Account,Black,Queen,2023-11-21,2023,11,Tuesday,Comedy,Just Kidding,No,1,No,USA,26
SESS-06666,USER-0281,Sarah,Jackson,New Subscriber,Beige,King,2023-01-25,2023,1,Wednesday,Comedy,The Misfit,No,1,No,USA,20
SESS-06667,USER-0046,Ashley,Taylor,Regular User,Red,Queen,2023-02-03,2023,2,Friday,Drama,City Lights,No,1,No,USA,44
SESS-06668,USER-0217,Sarah,Thomas,Family Account,,King,2023-01-04,2023,1,Wednesday,Comedy,Just Kidding,No,2,No,USA,44
SESS-06669,USER-0053,Chris,Thomas,Regular User,Blue,Queen,2023-12-19,2023,12,Tuesday,Horror,Echoes of Fear,No,1,No,USA,27
SESS-06670,USER-0209,Ashley,Taylor,New Subscriber,Blue,Standard,2023-01-22,2023,1,Sunday,Drama,The Inheritance,No,2,No,USA,33
SESS-06671,USER-0053,Chris,Thomas,Regular User,Blue,Queen,2023-05-12,2023,5,Friday,Drama,The Inheritance,No,1,No,USA,41
SESS-06672,USER-0121,Sarah,White,Regular User,Red,Queen,2023-05-20,2023,5,Saturday,Sci-Fi,Dimension Drift,No,2,No,USA,40
SESS-06673,USER-0290,Ashley,Thompson,Family Account,Red,Standard,2023-06-30,2023,6,Friday,Comedy,Just Kidding,No,1,Yes,USA,26
SESS-06674,USER-0171,Sarah,Thomas,New Subscriber,Blue,Standard,2023-09-14,2023,9,Thursday,Horror,The Shadow in the Corner,No,1,Yes,USA,19
SESS-06675,USER-0234,Ashley,Thompson,Regular User,Red,King,2023-05-15,2023,5,Monday,Sci-Fi,Chronos,Yes,1,Yes,USA,23
SESS-06676,USER-0113,Chris,Taylor,Regular User,Red,Standard,2023-12-17,2023,12,Sunday,Drama,Crossroads,No,2,Yes,USA,54
SESS-06677,USER-0133,Sarah,Taylor,Family Account,Beige,Standard,2023-03-14,2023,3,Tuesday,Comedy,The Misfit,Yes,1,Yes,USA,52
SESS-06678,USER-0009,Jessica,Martin,Regular User,Black,Standard,2023-05-29,2023,5,Monday,Drama,Crossroads,No,1,No,USA,24
SESS-06679,USER-0227,Chris,White,Regular User,Black,Standard,2023-08-09,2023,8,Wednesday,Horror,The Shadow in the Corner,No,1,No,USA,32
SESS-06680,USER-0274,Sarah,Anderson,Regular User,Red,Standard,2023-05-28,2023,5,Sunday,Sci-Fi,Dimension Drift,No,2,No,USA,38
SESS-06681,USER-0044,Chris,White,New Subscriber,Blue,Queen,2023-11-04,2023,11,Saturday,Comedy,The Misfit,No,3,Yes,USA,55
SESS-06682,USER-0147,Sarah,Taylor,Regular User,Black,Queen,2023-09-11,2023,9,Monday,Sci-Fi,The Omega Protocol,No,1,No,United States,53
SESS-06683,USER-0064,Daniel,Taylor,Regular User,Blue,King,2023-08-29,2023,8,Tuesday,Sci-Fi,Chronos,No,1,No,USA,40
SESS-06684,USER-0266,Jessica,Thompson,Regular User,Black,Standard,2023-06-13,2023,6,Tuesday,Horror,Echoes of Fear,No,1,No,USA,46
SESS-06685,USER-0199,Amanda,Harris,Family Account,Black,Queen,2023-03-08,2023,3,Wednesday,Drama,Last Hope,No,1,Yes,USA,30
SESS-06686,USER-0200,Matthew,Taylor,Regular User,Blue,Standard,2023-07-18,2023,7,Tuesday,Drama,City Lights,No,1,No,USA,22
SESS-06687,USER-0223,Amanda,White,regular user,,Standard,2023-01-05,2023,1,Thursday,Sci-Fi,The Omega Protocol,Yes,1,Yes,USA,64
SESS-06688,USER-0139,Jessica,Taylor,Regular User,Grey,Standard,2023-07-24,2023,7,Monday,Drama,Last Hope,No,1,Yes,USA,56
SESS-06689,USER-0203,Chris,Thompson,New Subscriber,Black,Standard,2023-07-09,2023,7,Sunday,Drama,Last Hope,Yes,2,Yes,USA,56
SESS-06690,USER-0252,Matthew,Thompson,New Subscriber,Black,King,2023-12-17,2023,12,Sunday,Comedy,The Misfit,Yes,2,Yes,USA,59
SESS-06691,USER-0187,Jessica,White,New Subscriber,Blue,Standard,2023-09-12,2023,9,Tuesday,Sci-Fi,The Omega Protocol,Yes,1,Yes,USA,62
SESS-06692,USER-0076,Chris,Anderson,Regular User,Grey,Standard,2023-06-15,2023,6,Thursday,Drama,City Lights,Yes,1,No,USA,60
SESS-06693,USER-0175,Jessica,Jackson,New Subscriber,Black,Queen,2023-03-19,2023,3,Sunday,Sci-Fi,Chronos,No,2,No,USA,18
SESS-06694,USER-0018,Daniel,Anderson,Regular User,Grey,Standard,2023-01-01,2023,1,Sunday,Family,Holiday Heist,No,2,No,USA,37
SESS-06695,USER-0159,Chris,Anderson,New Subscriber,,Queen,2023-11-04,2023,11,Saturday,Comedy,Weekend Getaway,No,4,No,USA,60
SESS-06696,USER-0056,Sarah,Taylor,Family Account,Grey,King,2023-07-05,2023,7,Wednesday,Family,The Magical Treehouse,No,1,No,USA,18
SESS-06697,USER-0185,Sarah,White,New Subscriber,Blue,Queen,2023-04-27,2023,4,Thursday,Comedy,The Misfit,No,1,Yes,USA,52
SESS-06698,USER-0061,Daniel,Harris,New Subscriber,Black,Queen,2023-09-21,2023,9,Thursday,Comedy,The Misfit,No,1,No,USA,57
SESS-06699,USER-0169,Chris,White,Regular User,,King,2023-11-10,2023,11,Friday,Family,Holiday Heist,No,1,No,USA,62
SESS-06700,USER-0125,Sarah,Harris,New Subscriber,Red,Queen,2023-03-18,2023,3,Saturday,Comedy,Laugh Track,No,3,No,USA,24
SESS-06701,USER-0004,Daniel,Jackson,New Subscriber,Black,Standard,2023-11-06,2023,11,Monday,Comedy,Just Kidding,No,1,No,USA,52
SESS-06702,USER-0297,Matthew,Martin,Regular User,Beige,Queen,2023-05-19,2023,5,Friday,Drama,Crossroads,No,1,No,USA,51
SESS-06703,USER-0056,Sarah,Taylor,Family Account,Grey,King,2023-05-22,2023,5,Monday,Comedy,Just Kidding,No,1,Yes,USA,22
SESS-06704,USER-0276,Matthew,Harris,New Subscriber,Beige,Standard,2023-09-06,2023,9,Wednesday,Comedy,Laugh Track,No,1,No,USA,46
SESS-06705,USER-0101,Daniel,White,Regular User,Red,King,2023-12-15,2023,12,Friday,Drama,Last Hope,No,1,No,USA,44
SESS-06706,USER-0279,Daniel,Thomas,Regular User,Black,King,2023-03-19,2023,3,Sunday,Comedy,The Misfit,Yes,2,Yes,USA,24
SESS-06707,USER-0059,Joshua,Thompson,New Subscriber,Blue,Queen,2023-08-07,2023,8,Monday,Comedy,Laugh Track,No,1,No,United States,18
SESS-06708,USER-0290,Ashley,Thompson,Family Account,Red,Standard,2023-12-15,2023,12,Friday,Sci-Fi,Galaxy Runners,No,1,No,USA,26
SESS-06709,USER-0022,Amanda,Anderson,Regular User,Black,Standard,2023-12-15,2023,12,Friday,Sci-Fi,Dimension Drift,Yes,1,Yes,USA,64
SESS-06710,USER-0210,Jessica,White,New Subscriber,Blue,Queen,2023-06-26,2023,6,Monday,Comedy,Weekend Getaway,No,1,No,USA,18
SESS-06711,USER-0223,Amanda,White,Regular User,Blue,Standard,2023-04-22,2023,4,Saturday,Comedy,The Misfit,No,3,No,USA,44
SESS-06712,USER-0145,Matthew,White,Regular User,Blue,Standard,2023-06-27,2023,6,Tuesday,Horror,The Shadow in the Corner,No,1,No,USA,34
SESS-06713,USER-0154,Amanda,Harris,Regular User,Beige,Standard,2023-09-15,2023,9,Friday,Drama,City Lights,Yes,1,Yes,USA,49
SESS-06714,USER-0253,Jessica,Taylor,Regular User,Beige,King,2023-11-17,2023,11,Friday,Drama,City Lights,Yes,2,Yes,USA,58
SESS-06715,USER-0096,Joshua,Harris,New Subscriber,Blue,Standard,2023-03-07,2023,3,Tuesday,Drama,Crossroads,Yes,1,Yes,USA,47
SESS-06716,USER-0239,Ashley,Harris,Regular User,Grey,King,2023-09-27,2023,9,Wednesday,Sci-Fi,The Omega Protocol,No,1,No,USA,32
SESS-06717,USER-0128,Jessica,Martin,Family Account,Grey,Standard,2023-05-09,2023,5,Tuesday,Sci-Fi,Chronos,Yes,1,Yes,USA,59
SESS-06718,USER-0270,Jessica,Harris,Family Account,Black,Standard,2023-04-06,2023,4,Thursday,Family,Holiday Heist,No,1,No,USA,45
SESS-06719,USER-0135,Jessica,Harris,New Subscriber,Red,Queen,2023-08-14,2023,8,Monday,Sci-Fi,Dimension Drift,No,1,No,USA,20
SESS-06720,USER-0194,Joshua,Harris,New Subscriber,Grey,King,2023-12-29,2023,12,Friday,Sci-Fi,Galaxy Runners,No,1,No,USA,45
SESS-06721,USER-0254,Amanda,Thompson,Regular User,Grey,King,2023-06-03,2023,6,Saturday,Drama,Crossroads,No,2,No,USA,22
SESS-06722,USER-0229,Daniel,Martin,Family Account,,Standard,2023-02-10,2023,2,Friday,Drama,City Lights,Yes,1,Yes,USA,19
SESS-06723,USER-0107,Sarah,Taylor,Regular User,Black,Standard,2023-02-06,2023,2,Monday,Sci-Fi,The Omega Protocol,No,1,No,USA,55
SESS-06724,USER-0185,Sarah,White,New Subscriber,Blue,Queen,2023-11-06,2023,11,Monday,Comedy,Laugh Track,Yes,1,Yes,USA,33
SESS-06725,USER-0070,Amanda,Harris,Family Account,,Standard,2023-07-22,2023,7,Saturday,Family,The Magical Treehouse,Yes,2,Yes,USA,61
SESS-06726,USER-0247,Daniel,Thomas,Regular User,Black,Standard,2023-06-01,2023,6,Thursday,Horror,Echoes of Fear,No,1,No,USA,34
SESS-06727,USER-0135,Jessica,Harris,New Subscriber,Red,Queen,2023-04-23,2023,4,Sunday,Drama,The Inheritance,No,2,Yes,United States,29
SESS-06728,USER-0199,Amanda,Harris,Family Account,Black,Queen,2023-02-11,2023,2,Saturday,Comedy,The Misfit,No,2,No,USA,43
SESS-06729,USER-0196,Matthew,Jackson,Family Account,Beige,King,2023-06-06,2023,6,Tuesday,Comedy,The Misfit,No,1,No,USA,24
SESS-06730,USER-0105,Ashley,Jackson,Regular User,Red,Standard,2023-04-20,2023,4,Thursday,Horror,The Shadow in the Corner,No,1,No,USA,41
SESS-06731,USER-0246,Amanda,Taylor,New Subscriber,Red,Standard,2023-02-19,2023,2,Sunday,Family,The Magical Treehouse,No,3,No,USA,33
SESS-06732,USER-0117,Matthew,Taylor,Family Account,Blue,Queen,2023-05-05,2023,5,Friday,Comedy,The Misfit,No,1,No,USA,35
SESS-06733,USER-0085,Amanda,Jackson,Regular User,Blue,Standard,2023-11-15,2023,11,Wednesday,Comedy,Weekend Getaway,No,1,No,USA,25
SESS-06734,USER-0048,Joshua,Thompson,Regular User,Red,King,2023-01-13,2023,1,Friday,Sci-Fi,Galaxy Runners,No,2,No,USA,44
SESS-06735,USER-0155,Amanda,White,Regular User,Black,Queen,2023-04-26,2023,4,Wednesday,Comedy,The Misfit,No,1,No,USA,43
SESS-06736,USER-0187,Jessica,White,New Subscriber,Blue,Standard,2023-12-31,2023,12,Sunday,Comedy,The Misfit,No,2,No,USA,48
SESS-06737,USER-0036,Matthew,White,Regular User,Grey,King,2023-09-29,2023,9,Friday,Drama,The Inheritance,No,1,No,USA,35
SESS-06738,USER-0207,Amanda,Harris,New Subscriber,Blue,Queen,2023-01-28,2023,1,Saturday,Comedy,Laugh Track,Yes,2,Yes,USA,19
SESS-06739,USER-0079,Sarah,Taylor,New Subscriber,Blue,Standard,2023-09-13,2023,9,Wednesday,Drama,Crossroads,Yes,1,Yes,USA,58
SESS-06740,USER-0113,Chris,Taylor,Regular User,Red,Standard,2023-09-21,2023,9,Thursday,Drama,City Lights,No,1,No,USA,40
SESS-06741,USER-0024,Sarah,Martin,New Subscriber,Red,King,2023-04-18,2023,4,Tuesday,Comedy,Laugh Track,Yes,1,Yes,USA,59
SESS-06742,USER-0118,Matthew,Thomas,Regular User,Black,King,2023-11-05,2023,11,Sunday,Sci-Fi,Chronos,Yes,3,Yes,USA,39
SESS-06743,USER-0225,Amanda,Jackson,New Subscriber,Beige,Queen,2023-01-08,2023,1,Sunday,Comedy,The Misfit,No,3,No,USA,50
SESS-06744,USER-0160,Ashley,Anderson,Regular User,Blue,Standard,2023-09-26,2023,9,Tuesday,Sci-Fi,The Omega Protocol,No,1,No,USA,35
SESS-06745,USER-0159,Chris,Anderson,New Subscriber,Black,Queen,2023-08-24,2023,8,Thursday,Comedy,Weekend Getaway,No,1,No,USA,32
SESS-06746,USER-0004,Daniel,Jackson,New Subscriber,Black,Standard,2023-08-24,2023,8,Thursday,Comedy,Just Kidding,No,1,No,USA,58
SESS-06747,USER-0181,Chris,White,Regular User,Black,Queen,2023-07-25,2023,7,Tuesday,Comedy,Just Kidding,Yes,1,No,USA,20
SESS-06748,USER-0194,Joshua,Harris,New Subscriber,Grey,King,2023-03-13,2023,3,Monday,Sci-Fi,The Omega Protocol,No,1,No,USA,40
SESS-06749,USER-0080,Daniel,Thompson,New Subscriber,Blue,King,2023-03-03,2023,3,Friday,Comedy,Laugh Track,No,1,No,USA,64
SESS-06750,USER-0066,Ashley,Thomas,Family Account,Black,Standard,2023-03-03,2023,3,Friday,Comedy,Laugh Track,No,1,No,USA,19
SESS-06751,USER-0276,Matthew,Harris,New Subscriber,Beige,Standard,2023-03-26,2023,3,Sunday,Sci-Fi,Dimension Drift,No,3,No,USA,59
SESS-06752,USER-0226,Joshua,Harris,Family Account,Black,Queen,2023-03-10,2023,3,Friday,Comedy,Weekend Getaway,No,1,No,USA,21
SESS-06753,USER-0106,Joshua,Anderson,New Subscriber,Red,King,2023-04-12,2023,4,Wednesday,Comedy,Just Kidding,No,1,No,USA,43
SESS-06754,USER-0185,Sarah,White,New Subscriber,Blue,Queen,2023-11-26,2023,11,Sunday,Drama,Last Hope,No,3,No,USA,36
SESS-06755,USER-0019,Sarah,White,New Subscriber,Grey,Standard,2023-07-25,2023,7,Tuesday,Family,Adventures of Sparky,No,1,No,USA,27
SESS-06756,USER-0140,Ashley,Thompson,Regular User,Grey,King,2023-10-06,2023,10,Friday,Sci-Fi,Chronos,No,1,Yes,USA,39
SESS-06757,USER-0104,Matthew,Thomas,Family Account,Grey,Standard,2023-05-10,2023,5,Wednesday,Family,Holiday Heist,No,1,No,USA,23
SESS-06758,USER-0175,Jessica,Jackson,New Subscriber,Black,Queen,2023-09-24,2023,9,Sunday,Drama,Crossroads,No,2,No,USA,18
SESS-06759,USER-0047,Ashley,Martin,Regular User,Grey,Standard,2023-02-27,2023,2,Monday,Drama,Crossroads,No,2,No,USA,60
SESS-06760,USER-0180,Sarah,Martin,New Subscriber,Black,King,2023-02-20,2023,2,Monday,Horror,The Shadow in the Corner,No,2,No,USA,33
SESS-06761,USER-0015,Chris,Anderson,New Subscriber,Blue,Queen,2023-07-19,2023,7,Wednesday,Comedy,Laugh Track,No,1,No,USA,24
SESS-06762,USER-0243,Joshua,Harris,New Subscriber,Blue,King,2023-12-29,2023,12,Friday,Sci-Fi,Galaxy Runners,Yes,1,Yes,USA,41
SESS-06763,USER-0116,Ashley,Thomas,Regular User,Grey,Standard,2023-07-12,2023,7,Wednesday,Drama,Crossroads,No,1,No,USA,52
SESS-06764,USER-0043,Sarah,White,Regular User,Grey,Standard,2023-12-19,2023,12,Tuesday,Sci-Fi,Dimension Drift,No,1,No,USA,31
SESS-06765,USER-0186,Jessica,Martin,regular user,Black,Queen,2023-10-10,2023,10,Tuesday,Drama,Crossroads,No,1,No,USA,21
SESS-06766,USER-0038,Ashley,Anderson,New Subscriber,Blue,King,2023-11-15,2023,11,Wednesday,Drama,City Lights,No,1,No,USA,58
SESS-06767,USER-0054,Matthew,Jackson,Family Account,Grey,Queen,2023-04-17,2023,4,Monday,Family,Adventures of Sparky,No,1,No,USA,32
SESS-06768,USER-0173,Ashley,Thomas,Regular User,Red,Standard,2023-10-23,2023,10,Monday,Drama,Last Hope,Yes,1,Yes,USA,61
SESS-06769,USER-0219,Jessica,White,New Subscriber,Red,King,2023-09-24,2023,9,Sunday,Comedy,Weekend Getaway,No,3,No,USA,40
SESS-06770,USER-0108,Chris,Harris,Family Account,Black,King,2023-07-04,2023,7,Tuesday,Family,Holiday Heist,No,1,No,USA,36
SESS-06771,USER-0159,Chris,Anderson,New Subscriber,Black,Queen,2023-02-15,2023,2,Wednesday,Comedy,Weekend Getaway,No,1,No,USA,31
SESS-06772,USER-0300,Sarah,Martin,Regular User,Grey,Standard,2023-06-27,2023,6,Tuesday,Family,The Magical Treehouse,No,1,No,USA,44
SESS-06773,USER-0013,Chris,Thompson,Regular User,Blue,Queen,2023-10-08,2023,10,Sunday,Drama,Crossroads,Yes,2,Yes,USA,53
SESS-06774,USER-0067,Matthew,Martin,Regular User,Grey,Standard,2023-04-09,2023,4,Sunday,Sci-Fi,The Omega Protocol,No,3,Yes,USA,55
SESS-06775,USER-0251,Joshua,Anderson,New Subscriber,Blue,Standard,2023-07-27,2023,7,Thursday,Comedy,Just Kidding,No,1,Yes,USA,39
SESS-06776,USER-0049,Ashley,Jackson,Regular User,Beige,Queen,2023-02-08,2023,2,Wednesday,Sci-Fi,Galaxy Runners,Yes,1,Yes,USA,28
SESS-06777,USER-0158,Daniel,Thompson,Family Account,Black,King,2023-09-27,2023,9,Wednesday,Family,The Magical Treehouse,No,1,No,USA,21
SESS-06778,USER-0102,Matthew,Thompson,Family Account,Beige,Queen,2023-07-31,2023,7,Monday,Family,Adventures of Sparky,No,1,No,United States,49
SESS-06779,USER-0039,Daniel,Thompson,New Subscriber,Grey,Standard,2023-05-14,2023,5,Sunday,Comedy,Just Kidding,Yes,3,No,USA,57
SESS-06780,USER-0269,Ashley,Harris,New Subscriber,Black,Standard,2023-07-21,2023,7,Friday,Drama,The Inheritance,No,1,No,USA,58
SESS-06781,USER-0129,Joshua,Jackson,Regular User,Beige,Standard,2023-08-24,2023,8,Thursday,Drama,The Inheritance,Yes,1,Yes,USA,41
SESS-06782,USER-0293,Sarah,Thompson,Family Account,Black,King,2023-02-15,2023,2,Wednesday,Sci-Fi,Chronos,No,1,No,USA,51
SESS-06783,USER-0272,Joshua,White,New Subscriber,Beige,Standard,2023-12-05,2023,12,Tuesday,Family,The Magical Treehouse,No,4,No,USA,20
SESS-06784,USER-0294,Chris,White,Family Account,Black,King,2023-07-15,2023,7,Saturday,Comedy,Weekend Getaway,No,1,No,USA,55
SESS-06785,USER-0093,Amanda,Martin,Regular User,Red,Queen,2023-01-19,2023,1,Thursday,Comedy,Weekend Getaway,Yes,1,Yes,USA,19
SESS-06786,USER-0100,Chris,Anderson,New Subscriber,Beige,Queen,2023-08-23,2023,8,Wednesday,Comedy,Laugh Track,No,1,No,USA,40
SESS-06787,USER-0089,Ashley,Jackson,regular user,Black,King,2023-01-30,2023,1,Monday,Horror,Don't Look Back,No,2,No,USA,57
SESS-06788,USER-0290,Ashley,Thompson,Family Account,Red,Standard,2023-08-13,2023,8,Sunday,Comedy,Laugh Track,No,2,No,USA,37
SESS-06789,USER-0241,Ashley,Harris,Regular User,Black,Queen,2023-02-23,2023,2,Thursday,Horror,Echoes of Fear,No,1,No,USA,25
SESS-06790,USER-0186,Jessica,Martin,Regular User,Black,Queen,2023-12-16,2023,12,Saturday,Comedy,Weekend Getaway,No,3,No,USA,52
SESS-06791,USER-0251,Joshua,Anderson,New Subscriber,Blue,Standard,2023-08-28,2023,8,Monday,Drama,The Inheritance,Yes,1,Yes,USA,60
SESS-06792,USER-0158,Daniel,Thompson,Family Account,Black,King,2023-12-14,2023,12,Thursday,Comedy,Just Kidding,No,1,No,USA,20
SESS-06793,USER-0256,Ashley,Thompson,Regular User,Beige,Standard,2023-04-16,2023,4,Sunday,Sci-Fi,The Omega Protocol,No,2,No,USA,49
SESS-06794,USER-0003,Matthew,Thompson,Family Account,Beige,Queen,2023-10-28,2023,10,Saturday,Family,Adventures of Sparky,No,2,No,USA,48
SESS-06795,USER-0283,Jessica,Anderson,New Subscriber,Black,Standard,2023-12-19,2023,12,Tuesday,Drama,Last Hope,No,1,Yes,USA,61
SESS-06796,USER-0269,Ashley,Harris,New Subscriber,Black,Standard,2023-06-25,2023,6,Sunday,Comedy,Weekend Getaway,No,3,No,USA,63
SESS-06797,USER-0194,Joshua,Harris,New Subscriber,Grey,King,2023-09-03,2023,9,Sunday,Sci-Fi,Chronos,No,3,No,USA,48
SESS-06798,USER-0100,Chris,Anderson,New Subscriber,Beige,Queen,2023-07-30,2023,7,Sunday,Comedy,The Misfit,No,1,No,USA,18
SESS-06799,USER-0087,Sarah,Thompson,Regular User,Blue,Standard,2023-07-15,2023,7,Saturday,Family,The Magical Treehouse,No,2,No,USA,29
SESS-06800,USER-0253,Jessica,Taylor,Regular User,Beige,King,2023-12-03,2023,12,Sunday,Family,Adventures of Sparky,No,7,No,USA,35
SESS-06801,USER-0180,Sarah,Martin,New Subscriber,Black,King,2023-11-01,2023,11,Wednesday,Comedy,Weekend Getaway,No,1,No,USA,41
SESS-06802,USER-0172,Ashley,Thomas,Family Account,Red,Queen,2023-09-23,2023,9,Saturday,Family,Adventures of Sparky,No,3,No,USA,53
SESS-06803,USER-0133,Sarah,Taylor,Family Account,Beige,Standard,2023-10-26,2023,10,Thursday,Comedy,The Misfit,No,1,No,USA,46
SESS-06804,USER-0179,Jessica,Thompson,New Subscriber,Grey,King,2023-07-01,2023,7,Saturday,Comedy,Laugh Track,No,1,No,USA,42
SESS-06805,USER-0130,Sarah,Thomas,Regular User,Black,Queen,2023-06-13,2023,6,Tuesday,Sci-Fi,Galaxy Runners,No,1,Yes,USA,40
SESS-06806,USER-0013,Chris,Thompson,Regular User,Blue,Queen,2023-07-06,2023,7,Thursday,Sci-Fi,The Omega Protocol,No,1,No,USA,20
SESS-06807,USER-0003,Matthew,Thompson,Family Account,Beige,Queen,2023-10-14,2023,10,Saturday,Family,Holiday Heist,No,3,No,USA,47
SESS-06808,USER-0269,Ashley,Harris,New Subscriber,Black,Standard,2023-11-09,2023,11,Thursday,Drama,Last Hope,Yes,1,Yes,USA,34
