OrderID,CustomerID,FirstName,LastName,CustomerSegment,PetAtHome,DreamDestination,SmartwatchBrand,OrderDate,Year,Month,DayOfWeek,Hour,RestaurantType,ItemsInOrder,OrderValue,DeliveryTimeMins,OnTimeDelivery,City
ORD-05821,CUST-0025,Amanda,Wilson,New User,Bird,New York,None,2023-04-15,2023,4,Saturday,21,Italian,2,28.1,52.0,No,Lisboa
ORD-05822,CUST-0209,Ashley,Taylor,Frequent Diner,Fish,Tokyo,Samsung,2023-03-22,2023,3,Wednesday,22,Italian,2,30.0,41.3,Yes,Lisboa
ORD-05823,CUST-0070,Chris,Brown,Frequent Diner,Cat,Paris,None,2023-01-18,2023,1,Wednesday,20,Healthy,2,22.1,50.6,No,Lisboa
ORD-05824,CUST-0100,Chris,Taylor,Frequent Diner,Cat,Rome,None,2023-06-08,2023,6,Thursday,20,Sushi,6,48.75,53.6,No,Lisboa
ORD-05825,CUST-0094,David,Brown,Frequent Diner,Fish,New York,Samsung,2023-05-16,2023,5,Tuesday,13,Burger,1,23.0,32.1,Yes,Lisboa
ORD-05826,CUST-0336,Jessica,Wilson,Frequent Diner,Fish,New York,Samsung,2023-02-25,2023,2,Saturday,21,Italian,3,38.39,59.2,No,Lisboa
ORD-05827,CUST-0231,Sarah,Taylor,New User,Dog,Paris,None,2023-10-24,2023,10,Tuesday,19,Pizza,1,22.0,42.2,Yes,Lisboa
ORD-05828,CUST-0346,Ashley,Anderson,Weekend Special,None,Bali,None,2023-12-03,2023,12,Sunday,13,Pizza,3,26.4,41.0,Yes,Lisboa
ORD-05829,CUST-0277,Jessica,Martin,Frequent Diner,Fish,New York,Garmin,2023-01-15,2023,1,Sunday,15,Pizza,3,31.4,35.3,Yes,Lisboa
ORD-05830,CUST-0334,Jessica,Taylor,Frequent Diner,,Tokyo,Apple,2023-06-10,2023,6,Saturday,17,Healthy,4,36.13,51.1,No,Lisboa
ORD-05831,CUST-0292,Michael,Miller,New User,Bird,Tokyo,None,2023-05-24,2023,5,Wednesday,20,Burger,2,18.0,47.8,No,Lisboa
ORD-05832,CUST-0079,Michael,Thompson,New User,Bird,Rome,Fitbit,2023-12-01,2023,12,Friday,22,Healthy,2,23.08,30.9,Yes,Lisbon
ORD-05833,CUST-0250,Chris,Thompson,Frequent Diner,Bird,Rome,Apple,2023-08-13,2023,8,Sunday,22,Burger,2,23.0,46.9,No,Lisboa
ORD-05834,CUST-0033,Jessica,Brown,Frequent Diner,Fish,Paris,Garmin,2023-08-27,2023,8,Sunday,13,Healthy,3,28.75,46.6,No,Lisbon
ORD-05835,CUST-0020,Jessica,Miller,New User,Bird,New York,Fitbit,2023-06-04,2023,6,Sunday,14,Italian,2,21.25,45.1,No,Lisboa
ORD-05836,CUST-0164,Sarah,Anderson,Frequent Diner,Dog,Paris,Fitbit,2023-01-30,2023,1,Monday,14,Pizza,3,31.4,28.6,Yes,Lisboa
ORD-05837,CUST-0275,Jessica,Moore,Frequent Diner,Cat,Rome,Fitbit,2023-07-07,2023,7,Friday,12,Healthy,3,31.73,39.5,Yes,Lisboa
ORD-05838,CUST-0287,Sarah,Thompson,Frequent Diner,None,Rome,Apple,2023-11-09,2023,11,Thursday,19,Sushi,4,36.5,66.4,No,Lisboa
ORD-05839,CUST-0217,Matt,Martin,New User,Cat,Rome,Apple,2023-07-20,2023,7,Thursday,19,Burger,1,18.0,44.4,Yes,Lisboa
ORD-05840,CUST-0230,David,Anderson,New User,,Tokyo,None,2023-06-22,2023,6,Thursday,17,Pizza,1,18.7,34.3,Yes,Lisboa
ORD-05841,CUST-0082,Michael,Wilson,New User,None,New York,None,2023-04-12,2023,4,Wednesday,14,Burger,1,18.0,30.0,Yes,Lisboa
ORD-05842,CUST-0320,David,Wilson,New User,Fish,Rome,Apple,2023-04-30,2023,4,Sunday,20,Pizza,2,22.0,48.1,No,Lisboa
ORD-05843,CUST-0009,Jessica,Taylor,Weekend Special,,Paris,None,2023-03-10,2023,3,Friday,21,Pizza,2,27.44,42.3,Yes,Lisboa
ORD-05844,CUST-0056,Michael,Moore,Weekend Special,Bird,New York,Fitbit,2023-04-21,2023,4,Friday,13,Sushi,3,37.06,40.0,Yes,Lisboa
ORD-05845,CUST-0012,Jessica,Moore,New User,Cat,Bali,None,2023-04-23,2023,4,Sunday,13,Burger,1,18.0,42.0,Yes,Lisboa
ORD-05846,CUST-0210,Chris,Moore,New User,Dog,Paris,Garmin,2023-08-28,2023,8,Monday,21,Pizza,2,18.7,41.4,Yes,Lisboa
ORD-05847,CUST-0063,Ashley,Miller,New User,Fish,New York,Fitbit,2023-12-10,2023,12,Sunday,15,Burger,2,18.0,47.0,No,Lisboa
ORD-05848,CUST-0006,David,Taylor,New User,Fish,Bali,Garmin,2023-08-13,2023,8,Sunday,22,Pizza,1,18.7,45.6,No,Lisboa
ORD-05849,CUST-0073,Sarah,Wilson,Frequent Diner,Bird,Rome,Garmin,2023-09-02,2023,9,Saturday,11,Healthy,3,28.08,49.1,No,Lisboa
ORD-05850,CUST-0162,Michael,Miller,Frequent Diner,Dog,New York,Garmin,2023-05-08,2023,5,Monday,12,Burger,1,23.0,37.0,Yes,Lisboa
ORD-05851,CUST-0030,Ashley,Wilson,New User,Dog,New York,Garmin,2023-03-30,2023,3,Thursday,13,Healthy,1,19.0,32.8,Yes,Lisboa
ORD-05852,CUST-0029,Amanda,Miller,Frequent Diner,Dog,Tokyo,Garmin,2023-02-10,2023,2,Friday,22,Healthy,3,25.14,39.4,Yes,Lisboa
ORD-05853,CUST-0119,Sarah,Miller,Frequent Diner,Dog,Paris,Apple,2023-10-25,2023,10,Wednesday,13,Sushi,5,40.0,43.6,Yes,Lisboa
ORD-05854,CUST-0133,Matt,Brown,New User,Cat,Tokyo,Samsung,2023-09-07,2023,9,Thursday,12,Italian,2,25.0,33.7,Yes,Lisboa
ORD-05855,CUST-0015,Jessica,Martin,Frequent Diner,Bird,Paris,Apple,2023-04-21,2023,4,Friday,13,Healthy,3,31.51,32.7,Yes,Lisboa
ORD-05856,CUST-0068,Amanda,Wilson,New User,Fish,New York,Fitbit,2023-01-24,2023,1,Tuesday,11,Italian,2,30.0,33.3,Yes,Lisboa
ORD-05857,CUST-0233,Jessica,Anderson,Weekend Special,Bird,Paris,Fitbit,2023-03-25,2023,3,Saturday,20,Italian,2,30.97,66.6,No,Lisboa
ORD-05858,CUST-0068,Amanda,Wilson,New User,Fish,New York,Fitbit,2023-05-30,2023,5,Tuesday,21,Pizza,1,22.0,43.5,Yes,Lisboa
ORD-05859,CUST-0192,Michael,Martin,Frequent Diner,Dog,Bali,Apple,2023-01-30,2023,1,Monday,19,Italian,4,35.0,53.4,No,Lisboa
ORD-05860,CUST-0212,Amanda,Moore,Frequent Diner,,Bali,Samsung,2023-05-13,2023,5,Saturday,18,Italian,4,35.28,49.6,No,Lisboa
ORD-05861,CUST-0053,Matt,Thompson,Frequent Diner,None,Bali,Garmin,2023-09-01,2023,9,Friday,16,Burger,2,29.15,34.4,Yes,Lisboa
ORD-05862,CUST-0165,Michael,Thompson,Frequent Diner,Fish,Rome,Garmin,2023-05-14,2023,5,Sunday,20,Pizza,3,27.0,59.1,No,Lisboa
ORD-05863,CUST-0319,Sarah,Moore,Weekend Special,Fish,Bali,Apple,2023-11-04,2023,11,Saturday,22,Pizza,2,29.5,49.4,No,Lisboa
ORD-05864,CUST-0136,David,Martin,New User,None,Bali,Fitbit,2023-01-26,2023,1,Thursday,12,Burger,2,18.0,31.9,Yes,Lisbon
ORD-05865,CUST-0328,David,Thompson,Frequent Diner,Cat,Rome,Apple,2023-10-05,2023,10,Thursday,12,Healthy,3,24.0,32.3,Yes,Lisboa
ORD-05866,CUST-0347,Chris,Taylor,New User,Bird,Bali,None,2023-08-29,2023,8,Tuesday,13,Healthy,1,23.75,36.3,Yes,Lisboa
ORD-05867,CUST-0174,Amanda,Brown,Weekend Special,Cat,Paris,None,2023-09-16,2023,9,Saturday,14,Burger,1,20.38,50.7,No,Lisboa
ORD-05868,CUST-0080,Sarah,Martin,New User,Cat,Tokyo,Fitbit,2023-06-12,2023,6,Monday,21,Burger,2,18.0,52.0,No,Lisboa
ORD-05869,CUST-0300,Chris,Taylor,New User,None,Bali,None,2023-12-19,2023,12,Tuesday,21,Pizza,2,26.4,40.4,Yes,Lisboa
ORD-05870,CUST-0202,Michael,Martin,New User,Bird,New York,Garmin,2023-10-01,2023,10,Sunday,21,Burger,2,18.0,47.8,No,Lisboa
ORD-05871,CUST-0131,Amanda,Martin,New User,None,New York,Samsung,2023-09-17,2023,9,Sunday,14,Burger,1,18.0,42.2,Yes,Lisboa
ORD-05872,CUST-0076,Jessica,Taylor,New User,Bird,Bali,Apple,2023-05-07,2023,5,Sunday,11,Healthy,1,19.0,41.9,Yes,Lisboa
ORD-05873,CUST-0322,Jessica,Moore,Frequent Diner,Cat,Tokyo,None,2023-04-07,2023,4,Friday,18,Healthy,3,30.62,34.5,Yes,Lisboa
ORD-05874,CUST-0040,Chris,Taylor,New User,None,New York,Fitbit,2023-04-06,2023,4,Thursday,18,Italian,3,25.0,33.0,Yes,Lisboa
ORD-05875,CUST-0044,Michael,Thompson,Frequent Diner,Fish,Rome,None,2023-02-14,2023,2,Tuesday,19,Pizza,2,31.4,50.8,No,Lisboa
ORD-05876,CUST-0062,Sarah,Wilson,Frequent Diner,Fish,Paris,Apple,2023-09-29,2023,9,Friday,19,Sushi,4,45.08,61.6,No,Lisboa
ORD-05877,CUST-0121,Michael,Taylor,New User,Dog,New York,Apple,2023-12-23,2023,12,Saturday,20,Italian,3,36.13,62.5,No,Lisboa
ORD-05878,CUST-0213,Matt,Taylor,New User,Bird,New York,Samsung,2023-11-11,2023,11,Saturday,22,Burger,3,25.5,37.5,Yes,Lisboa
ORD-05879,CUST-0026,Sarah,Martin,Frequent Diner,None,New York,Fitbit,2023-09-06,2023,9,Wednesday,19,Pizza,2,27.0,45.9,No,Lisboa
ORD-05880,CUST-0019,David,Taylor,Frequent Diner,Dog,Bali,Apple,2023-11-19,2023,11,Sunday,21,Burger,2,23.0,59.3,No,Lisboa
ORD-05881,CUST-0307,Michael,Brown,New User,Cat,Rome,Samsung,2023-03-19,2023,3,Sunday,21,Burger,1,18.0,52.5,No,Lisboa
ORD-05882,CUST-0301,David,Wilson,Frequent Diner,None,Bali,Samsung,2023-11-14,2023,11,Tuesday,13,Healthy,1,22.1,36.2,Yes,Lisboa
ORD-05883,CUST-0182,Matt,Thompson,Weekend Special,Bird,Paris,Apple,2023-04-02,2023,4,Sunday,22,Pizza,1,22.0,40.0,Yes,Lisboa
ORD-05884,CUST-0057,David,Wilson,Weekend Special,Bird,Tokyo,Garmin,2023-09-10,2023,9,Sunday,16,Sushi,4,35.0,45.0,No,Lisboa
ORD-05885,CUST-0090,David,Thompson,Frequent Diner,Bird,Bali,Apple,2023-03-14,2023,3,Tuesday,20,pizza,2,27.0,55.1,No,Lisboa
ORD-05886,CUST-0199,Chris,Thompson,Frequent Diner,Cat,Paris,Garmin,2023-05-11,2023,5,Thursday,13,pizza,2,27.0,29.5,Yes,Lisboa
ORD-05887,CUST-0286,Michael,Moore,Frequent Diner,Dog,Bali,None,2023-08-21,2023,8,Monday,19,Healthy,2,28.75,43.8,Yes,Lisboa
ORD-05888,CUST-0149,Matt,Taylor,Weekend Special,Fish,Paris,Apple,2023-03-18,2023,3,Saturday,20,Italian,2,29.25,62.4,No,Lisboa
ORD-05889,CUST-0193,Amanda,Moore,Frequent Diner,Fish,Rome,Apple,2023-12-14,2023,12,Thursday,21,Healthy,2,22.1,47.2,No,Lisboa
ORD-05890,CUST-0331,Sarah,Martin,New User,Dog,Bali,Garmin,2023-07-15,2023,7,Saturday,19,Burger,2,21.15,58.5,No,Lisboa
ORD-05891,CUST-0100,Chris,Taylor,Frequent Diner,Cat,Rome,None,2023-01-01,2023,1,Sunday,14,Sushi,3,36.5,55.9,No,Lisboa
ORD-05892,CUST-0101,Chris,Thompson,Frequent Diner,Bird,Tokyo,Fitbit,2023-04-14,2023,4,Friday,20,Pizza,2,30.77,52.8,No,Lisboa
ORD-05893,CUST-0227,Matt,Brown,Frequent Diner,None,New York,Apple,2023-01-10,2023,1,Tuesday,14,Burger,2,23.0,31.0,Yes,Lisboa
ORD-05894,CUST-0261,Amanda,Thompson,Frequent Diner,None,Bali,Apple,2023-11-03,2023,11,Friday,21,Burger,3,26.98,50.8,No,Lisboa
ORD-05895,CUST-0139,Ashley,Taylor,Frequent Diner,Bird,Rome,Apple,2023-08-26,2023,8,Saturday,13,Burger,3,26.0,36.2,Yes,Lisboa
ORD-05896,CUST-0192,Michael,Martin,Frequent Diner,Dog,Bali,Apple,2023-11-11,2023,11,Saturday,20,Sushi,5,43.1,70.8,No,Lisboa
ORD-05897,CUST-0314,Michael,Anderson,Frequent Diner,Dog,Tokyo,Fitbit,2023-06-10,2023,6,Saturday,12,Sushi,5,54.84,45.9,No,Lisboa
ORD-05898,CUST-0255,Michael,Anderson,Frequent Diner,Dog,Paris,Fitbit,2023-05-12,2023,5,Friday,13,Healthy,2,31.42,36.2,Yes,Lisboa
ORD-05899,CUST-0325,Jessica,Thompson,Frequent Diner,None,New York,Samsung,2023-12-03,2023,12,Sunday,21,Burger,1,23.0,56.1,No,Lisboa
ORD-05900,CUST-0307,Michael,Brown,New User,Cat,Rome,Samsung,2023-06-12,2023,6,Monday,20,Burger,1,18.0,44.1,Yes,Lisboa
ORD-05901,CUST-0232,David,Moore,New User,Bird,Tokyo,Garmin,2023-09-12,2023,9,Tuesday,12,Burger,2,18.0,32.7,Yes,Lisboa
ORD-05902,CUST-0088,Matt,Miller,New User,Fish,Paris,None,2023-03-23,2023,3,Thursday,12,Pizza,1,22.0,36.1,Yes,Lisboa
ORD-05903,CUST-0291,Sarah,Thompson,Frequent Diner,Cat,Bali,Apple,2023-03-20,2023,3,Monday,12,Burger,1,23.0,28.2,Yes,Lisboa
ORD-05904,CUST-0042,Michael,Miller,New User,Cat,Paris,Garmin,2023-07-24,2023,7,Monday,13,Pizza,1,18.7,30.5,Yes,Lisboa
ORD-05905,CUST-0043,Sarah,Taylor,Frequent Diner,Dog,Bali,Fitbit,2023-03-14,2023,3,Tuesday,15,Healthy,2,24.0,38.1,Yes,Lisboa
ORD-05906,CUST-0069,Jessica,Brown,Frequent Diner,Cat,New York,Apple,2023-01-15,2023,1,Sunday,11,Sushi,4,36.5,56.5,No,Lisboa
ORD-05907,CUST-0147,David,Miller,Frequent Diner,Dog,Paris,Fitbit,2023-03-01,2023,3,Wednesday,14,Burger,1,23.0,28.7,Yes,Lisboa
ORD-05908,CUST-0211,Michael,Thompson,New User,Cat,Rome,Apple,2023-04-22,2023,4,Saturday,22,Italian,3,30.55,43.4,Yes,Lisboa
ORD-05909,CUST-0162,Michael,Miller,Frequent Diner,Dog,New York,Garmin,2023-12-07,2023,12,Thursday,14,Healthy,2,22.1,37.0,Yes,Lisboa
ORD-05910,CUST-0206,Ashley,Taylor,New User,Cat,Tokyo,None,2023-04-30,2023,4,Sunday,21,Pizza,1,22.0,53.4,No,Lisboa
ORD-05911,CUST-0238,Amanda,Taylor,New User,None,Paris,Samsung,2023-12-09,2023,12,Saturday,13,Pizza,2,29.33,47.2,No,Lisboa
ORD-05912,CUST-0210,Chris,Moore,New User,Dog,Paris,Garmin,2023-03-30,2023,3,Thursday,14,Burger,2,18.0,36.3,Yes,Lisboa
ORD-05913,CUST-0093,Ashley,Brown,Frequent Diner,Bird,Tokyo,Garmin,2023-01-22,2023,1,Sunday,21,Burger,2,23.0,49.3,No,Lisboa
ORD-05914,CUST-0039,Sarah,Wilson,New User,None,Bali,Fitbit,2023-06-21,2023,6,Wednesday,18,Pizza,2,18.7,33.6,Yes,Lisboa
ORD-05915,CUST-0320,David,Wilson,New User,Fish,Rome,Apple,2023-09-21,2023,9,Thursday,14,Italian,2,25.0,32.3,Yes,Lisboa
ORD-05916,CUST-0174,Amanda,Brown,Weekend Special,Cat,Paris,None,2023-02-19,2023,2,Sunday,18,Burger,1,18.0,43.9,Yes,Lisboa
ORD-05917,CUST-0055,Amanda,Anderson,Frequent Diner,Fish,Tokyo,None,2023-04-25,2023,4,Tuesday,14,Burger,1,23.0,34.5,Yes,Lisboa
ORD-05918,CUST-0021,Chris,Anderson,New User,Dog,New York,None,2023-01-23,2023,1,Monday,13,Sushi,3,31.5,40.7,Yes,Lisboa
ORD-05919,CUST-0081,Chris,Brown,New User,Fish,Paris,Garmin,2023-02-02,2023,2,Thursday,19,Burger,2,18.0,54.2,No,Lisboa
ORD-05920,CUST-0043,Sarah,Taylor,Frequent Diner,Dog,Bali,Fitbit,2023-04-01,2023,4,Saturday,13,Italian,4,32.57,53.5,No,Lisboa
ORD-05921,CUST-0262,Sarah,Miller,Frequent Diner,Bird,New York,None,2023-12-06,2023,12,Wednesday,12,Italian,3,35.0,41.1,Yes,Lisboa
ORD-05922,CUST-0058,Michael,Taylor,Frequent Diner,Cat,New York,Samsung,2023-12-31,2023,12,Sunday,22,Healthy,1,22.1,42.7,Yes,Lisboa
ORD-05923,CUST-0079,Michael,Thompson,New User,Bird,Rome,Fitbit,2023-08-11,2023,8,Friday,20,Pizza,1,23.91,44.4,Yes,Lisboa
ORD-05924,CUST-0206,Ashley,Taylor,New User,Cat,Tokyo,None,2023-06-02,2023,6,Friday,12,Healthy,3,26.37,38.9,Yes,Lisboa
ORD-05925,CUST-0299,Chris,Taylor,Weekend Special,Fish,Bali,None,2023-02-26,2023,2,Sunday,13,Burger,1,18.0,42.3,Yes,Lisboa
ORD-05926,CUST-0135,Amanda,Anderson,Frequent Diner,None,New York,Garmin,2023-10-12,2023,10,Thursday,12,Healthy,3,24.0,35.4,Yes,Lisboa
ORD-05927,CUST-0200,Ashley,Miller,New User,Fish,Paris,None,2023-06-08,2023,6,Thursday,19,pizza,1,18.7,47.9,No,Lisboa
ORD-05928,CUST-0069,Jessica,Brown,Frequent Diner,Cat,New York,Apple,2023-12-11,2023,12,Monday,20,Burger,1,23.0,40.0,Yes,Lisboa
ORD-05929,CUST-0199,Chris,Thompson,Frequent Diner,Cat,Paris,Garmin,2023-04-01,2023,4,Saturday,20,Burger,2,28.01,57.7,No,Lisboa
ORD-05930,CUST-0255,Michael,Anderson,Frequent Diner,Dog,Paris,Fitbit,2023-08-15,2023,8,Tuesday,13,Italian,2,26.25,38.4,Yes,Lisboa
ORD-05931,CUST-0246,Matt,Wilson,Weekend Special,None,Bali,Garmin,2023-05-06,2023,5,Saturday,13,Pizza,3,27.12,42.3,Yes,Lisboa
ORD-05932,CUST-0199,Chris,Thompson,Frequent Diner,Cat,Paris,Garmin,2023-11-23,2023,11,Thursday,14,Healthy,2,22.1,34.0,Yes,Lisboa
ORD-05933,CUST-0205,David,Wilson,Frequent Diner,None,Rome,Garmin,2023-06-09,2023,6,Friday,16,Burger,3,25.71,35.8,Yes,Lisbon
ORD-05934,CUST-0223,Amanda,Anderson,Frequent Diner,Bird,New York,Samsung,2023-03-08,2023,3,Wednesday,14,Sushi,4,40.0,40.2,Yes,Lisboa
ORD-05935,CUST-0338,Amanda,Moore,Frequent Diner,Dog,Rome,Apple,2023-04-03,2023,4,Monday,20,Pizza,2,27.0,41.1,Yes,Lisboa
ORD-05936,CUST-0073,Sarah,Wilson,Frequent Diner,Bird,Rome,Garmin,2023-08-12,2023,8,Saturday,12,Healthy,3,31.82,43.1,Yes,Lisboa
ORD-05937,CUST-0033,Jessica,Brown,Frequent Diner,Fish,Paris,Garmin,2023-01-24,2023,1,Tuesday,18,Healthy,1,22.1,32.8,Yes,Lisboa
ORD-05938,CUST-0314,Michael,Anderson,Frequent Diner,Dog,Tokyo,Fitbit,2023-05-10,2023,5,Wednesday,20,Sushi,4,40.0,54.3,No,Lisboa
ORD-05939,CUST-0058,Michael,Taylor,Frequent Diner,Cat,New York,Samsung,2023-05-25,2023,5,Thursday,18,Italian,2,30.0,39.3,Yes,Lisboa
ORD-05940,CUST-0262,Sarah,Miller,Frequent Diner,Bird,New York,None,2023-10-18,2023,10,Wednesday,14,Burger,1,23.0,35.7,Yes,Lisboa
ORD-05941,CUST-0058,Michael,Taylor,Frequent Diner,Cat,New York,Samsung,2023-02-16,2023,2,Thursday,17,Healthy,2,22.1,34.7,Yes,Lisboa
ORD-05942,CUST-0315,Matt,Wilson,Frequent Diner,Dog,Bali,Fitbit,2023-08-17,2023,8,Thursday,22,Healthy,2,28.75,31.5,Yes,Lisboa
ORD-05943,CUST-0209,Ashley,Taylor,Frequent Diner,Fish,Tokyo,Samsung,2023-10-29,2023,10,Sunday,20,Italian,3,30.0,63.1,No,Lisboa
ORD-05944,CUST-0314,Michael,Anderson,Frequent Diner,Dog,Tokyo,Fitbit,2023-05-23,2023,5,Tuesday,13,Healthy,2,24.0,35.8,Yes,Lisboa
ORD-05945,CUST-0270,Ashley,Taylor,Frequent Diner,Fish,New York,Apple,2023-02-19,2023,2,Sunday,20,Burger,2,23.0,58.5,No,Lisboa
ORD-05946,CUST-0264,Jessica,Miller,Weekend Special,None,Paris,Samsung,2023-12-24,2023,12,Sunday,15,Pizza,2,26.4,36.0,Yes,Lisboa
ORD-05947,CUST-0030,Ashley,Wilson,New User,Dog,New York,Garmin,2023-04-23,2023,4,Sunday,16,Burger,2,18.0,41.8,Yes,Lisboa
ORD-05948,CUST-0217,Matt,Martin,New User,Cat,Rome,Apple,2023-07-29,2023,7,Saturday,20,Pizza,3,24.83,57.2,No,Lisboa
ORD-05949,CUST-0087,Jessica,Wilson,New User,None,Rome,Fitbit,2023-12-28,2023,12,Thursday,13,Healthy,1,17.1,30.0,Yes,Lisboa
ORD-05950,CUST-0003,Sarah,Anderson,New User,Bird,Paris,Fitbit,2023-06-28,2023,6,Wednesday,20,Burger,2,18.0,53.4,No,Lisboa
ORD-05951,CUST-0083,Michael,Miller,New User,Cat,New York,Fitbit,2023-10-04,2023,10,Wednesday,13,Sushi,4,35.0,41.4,Yes,Lisboa
ORD-05952,CUST-0279,Matt,Anderson,Weekend Special,Fish,New York,Apple,2023-07-22,2023,7,Saturday,12,Healthy,3,26.33,38.9,Yes,Lisboa
ORD-05953,CUST-0165,Michael,Thompson,Frequent Diner,Fish,Rome,Garmin,2023-11-20,2023,11,Monday,14,Burger,1,23.0,28.5,Yes,Lisboa
ORD-05954,CUST-0092,Ashley,Thompson,New User,Dog,Rome,Garmin,2023-05-19,2023,5,Friday,14,Italian,3,30.18,34.4,Yes,Lisboa
ORD-05955,CUST-0121,Michael,Taylor,New User,Dog,New York,Apple,2023-10-09,2023,10,Monday,19,Healthy,2,19.0,55.1,No,Lisboa
ORD-05956,CUST-0083,Michael,Miller,New User,Cat,New York,Fitbit,2023-08-02,2023,8,Wednesday,18,Italian,1,21.25,40.4,Yes,Lisboa
ORD-05957,CUST-0338,Amanda,Moore,Frequent Diner,Dog,Rome,Apple,2023-10-17,2023,10,Tuesday,14,Healthy,3,24.0,37.7,Yes,Lisboa
ORD-05958,CUST-0032,Chris,Moore,Frequent Diner,Dog,Bali,Apple,2023-01-31,2023,1,Tuesday,13,Healthy,2,22.1,34.5,Yes,Lisboa
ORD-05959,CUST-0274,David,Martin,Weekend Special,None,New York,Samsung,2023-12-24,2023,12,Sunday,13,Burger,1,18.0,42.3,Yes,Lisboa
ORD-05960,CUST-0235,Matt,Taylor,New User,None,Rome,Garmin,2023-08-12,2023,8,Saturday,20,Burger,2,25.15,58.3,No,Lisboa
ORD-05961,CUST-0091,David,Miller,New User,None,Tokyo,Apple,2023-10-12,2023,10,Thursday,14,Italian,3,25.0,41.9,Yes,Lisboa
ORD-05962,CUST-0313,Amanda,Thompson,New User,Dog,Bali,Samsung,2023-07-17,2023,7,Monday,17,Pizza,1,18.7,33.7,Yes,Lisboa
ORD-05963,CUST-0105,Amanda,Taylor,New User,Fish,Bali,None,2023-04-20,2023,4,Thursday,12,Italian,2,25.0,40.1,Yes,Lisboa
ORD-05964,CUST-0209,Ashley,Taylor,Frequent Diner,Fish,Tokyo,Samsung,2023-02-12,2023,2,Sunday,19,Italian,3,35.0,63.1,No,Lisboa
ORD-05965,CUST-0326,Matt,Miller,Frequent Diner,None,Paris,Fitbit,2023-02-28,2023,2,Tuesday,14,Burger,1,23.0,36.8,Yes,Lisboa
ORD-05966,CUST-0091,David,Miller,New User,None,Tokyo,Apple,2023-07-23,2023,7,Sunday,20,Pizza,1,18.7,53.5,No,Lisboa
ORD-05967,CUST-0127,Amanda,Anderson,New User,None,Paris,Fitbit,2023-08-11,2023,8,Friday,19,Italian,3,29.04,53.5,No,Lisboa
ORD-05968,CUST-0056,Michael,Moore,Weekend Special,Bird,New York,Fitbit,2023-01-01,2023,1,Sunday,13,Pizza,2,26.4,48.7,No,Lisboa
ORD-05969,CUST-0340,Michael,Miller,New User,Dog,New York,Fitbit,2023-09-16,2023,9,Saturday,20,Pizza,2,25.21,57.9,No,Lisboa
ORD-05970,CUST-0116,Ashley,Wilson,Frequent Diner,Fish,Rome,None,2023-11-08,2023,11,Wednesday,22,Pizza,3,31.4,28.5,Yes,Lisboa
ORD-05971,CUST-0261,Amanda,Thompson,Frequent Diner,None,Bali,Apple,2023-04-25,2023,4,Tuesday,13,Healthy,2,24.0,33.5,Yes,Lisboa
ORD-05972,CUST-0096,Matt,Brown,New User,Bird,Tokyo,None,2023-08-25,2023,8,Friday,19,Pizza,3,25.07,49.4,No,Lisboa
ORD-05973,CUST-0033,Jessica,Brown,Frequent Diner,Fish,Paris,Garmin,2023-09-28,2023,9,Thursday,14,Burger,1,23.0,32.8,Yes,Lisboa
ORD-05974,CUST-0247,Jessica,Miller,Weekend Special,Fish,Bali,Garmin,2023-09-10,2023,9,Sunday,21,Pizza,2,22.0,51.9,No,Lisboa
ORD-05975,CUST-0334,Jessica,Taylor,Frequent Diner,Dog,Tokyo,Apple,2023-01-23,2023,1,Monday,19,Italian,3,35.0,52.2,No,Lisboa
ORD-05976,CUST-0323,Matt,Miller,Weekend Special,None,Rome,None,2023-07-09,2023,7,Sunday,21,Pizza,1,18.7,65.3,No,Lisboa
ORD-05977,CUST-0086,Amanda,Taylor,New User,None,Tokyo,Fitbit,2023-01-04,2023,1,Wednesday,19,Italian,2,30.0,48.3,No,Lisboa
ORD-05978,CUST-0276,Matt,Miller,New User,Bird,Rome,Garmin,2023-09-25,2023,9,Monday,22,pizza,2,22.0,28.0,Yes,Lisboa
ORD-05979,CUST-0127,Amanda,Anderson,New User,None,Paris,Fitbit,2023-02-08,2023,2,Wednesday,21,Sushi,2,31.5,55.2,No,Lisboa
ORD-05980,CUST-0240,Amanda,Brown,Frequent Diner,Bird,Tokyo,None,2023-11-07,2023,11,Tuesday,13,Burger,1,23.0,32.4,Yes,Lisboa
ORD-05981,CUST-0210,Chris,Moore,New User,Dog,Paris,Garmin,2023-03-01,2023,3,Wednesday,20,Pizza,1,22.0,43.6,Yes,Lisboa
ORD-05982,CUST-0258,Matt,Brown,New User,Bird,Bali,None,2023-12-22,2023,12,Friday,18,Pizza,3,34.22,28.1,Yes,Lisboa
ORD-05983,CUST-0215,Amanda,Taylor,New User,Fish,Rome,Samsung,2023-10-24,2023,10,Tuesday,20,Burger,2,18.0,47.5,No,Lisboa
ORD-05984,CUST-0330,Jessica,Anderson,Weekend Special,Cat,Paris,Samsung,2023-05-07,2023,5,Sunday,19,Pizza,2,22.0,58.4,No,Lisboa
ORD-05985,CUST-0154,Matt,Brown,Frequent Diner,Cat,Bali,Fitbit,2023-06-29,2023,6,Thursday,21,Sushi,6,48.75,55.6,No,Lisboa
ORD-05986,CUST-0092,Ashley,Thompson,New User,Dog,Rome,Garmin,2023-12-12,2023,12,Tuesday,11,Pizza,2,26.4,27.2,Yes,Lisboa
