TransactionID,LineItemID,CustomerID,FirstName,LastName,CustomerSegment,LaptopBrand,FavoriteMusic,SaleDate,Year,Month,DayOfWeek,Hour,TimeOfDay,ProductCategory,ProductID,UnitsSold,UnitPrice,PreDiscountRevenue,Revenue,OfferUsed,Location
TRANS-00569,3,CUST-0044,Tiago,Rodrigues,Regular,Apple,Indie,2023-10-14,2023,10,Saturday,11,Lunchtime,Pastry,PAST-164,1,1.67,1.67,1.67,No,Downtown
TRANS-00572,1,CUST-0142,Sofia,Goncalves,Regular,Apple,Pop,2023-08-04,2023,8,Friday,12,Lunchtime,Hot Drink,HOT -162,1,2.54,2.54,2.54,No,Campus
TRANS-00573,1,CUST-0127,Francisco,Sousa,Regular,None,Pop,2023-11-17,2023,11,Friday,15,Afternoon,Sandwich,SAND-177,1,4.87,4.87,4.87,No,Downtown
TRANS-00574,1,CUST-0070,Ana,Rodrigues,Tourist,Dell,Indie,2023-06-05,2023,6,Monday,8,Morning,Cold Drink,COLD-151,1,3.74,3.74,3.74,No,Downtown
TRANS-00575,1,CUST-0169,Mariana,Oliveira,Regular,Dell,Electronic,2023-08-14,2023,8,Monday,13,Lunchtime,Cold Drink,COLD-156,1,4.22,4.22,4.22,No,Downtown
TRANS-00576,1,CUST-0305,Tiago,Sousa,Regular,Lenovo,Fado,2023-03-11,2023,3,Saturday,12,Lunchtime,Hot Drink,HOT -142,1,3.04,3.04,3.04,No,Downtown
TRANS-00576,2,CUST-0305,Tiago,Sousa,Regular,Lenovo,Fado,2023-03-11,2023,3,Saturday,12,Lunchtime,Hot Drink,HOT -162,1,3.45,3.45,3.45,No,Downtown
TRANS-00578,1,CUST-0164,Carolina,Fernandes,Student,HP,Indie,2023-05-30,2023,5,Tuesday,19,Afternoon,Sandwich,SAND-189,2,6.4,12.81,12.81,No,Downtown
TRANS-00579,1,CUST-0125,Carolina,Ferreira,Regular,HP,Fado,2023-06-16,2023,6,Friday,14,Afternoon,Pastry,PAST-136,1,1.89,1.89,1.89,No,Downtown
TRANS-00580,1,CUST-0059,Ana,Goncalves,Tourist,Apple,Indie,2023-10-16,2023,10,Monday,11,Lunchtime,Hot Drink,HOT -176,1,2.27,2.27,2.27,No,Downtown
TRANS-00581,1,CUST-0282,Ana,Martins,Tourist,Dell,Electronic,2023-01-14,2023,1,Saturday,19,Afternoon,Sandwich,SAND-160,2,4.13,8.26,8.26,No,Downtown
TRANS-00581,2,CUST-0282,Ana,Martins,Tourist,Dell,Electronic,2023-01-14,2023,1,Saturday,19,Afternoon,Sandwich,SAND-138,2,3.71,7.41,7.41,No,Downtown
TRANS-00581,3,CUST-0282,Ana,Martins,Tourist,Dell,Electronic,2023-01-14,2023,1,Saturday,19,Afternoon,Cold Drink,COLD-153,1,2.78,2.78,2.78,No,Downtown
TRANS-00584,1,CUST-0156,Diogo,Rodrigues,Regular,None,Electronic,2023-05-04,2023,5,Thursday,12,Lunchtime,Pastry,PAST-185,1,1.92,1.92,1.92,No,Downtown
TRANS-00585,1,CUST-0194,Francisco,Rodrigues,Regular,HP,Pop,2023-02-07,2023,2,Tuesday,15,Afternoon,Pastry,PAST-177,1,1.9,1.9,1.9,No,Downtown
TRANS-00586,1,CUST-0260,Sofia,Goncalves,Regular,Apple,Fado,2023-12-21,2023,12,Thursday,14,Afternoon,Pastry,PAST-170,1,2.47,2.47,2.1,Yes,Downtown
TRANS-00587,1,CUST-0275,Carolina,Fernandes,Regular,None,Electronic,2023-11-01,2023,11,Wednesday,18,Afternoon,Hot Drink,HOT -111,1,2.37,2.37,2.37,No,Downtown
TRANS-00587,2,CUST-0275,Carolina,Fernandes,Regular,None,Electronic,2023-11-01,2023,11,Wednesday,18,Afternoon,Pastry,PAST-186,1,2.15,2.15,2.15,No,Downtown
TRANS-00589,1,CUST-0023,Ana,Rodrigues,Student,Apple,Pop,2023-10-16,2023,10,Monday,18,Afternoon,Sandwich,SAND-187,2,6.4,12.8,12.8,No,Downtown
TRANS-00590,1,CUST-0170,Ana,Rodrigues,Regular,Dell,Fado,2023-08-09,2023,8,Wednesday,9,Morning,Hot Drink,HOT -102,1,2.33,2.33,1.98,Yes,Campus
TRANS-00590,2,CUST-0170,Ana,Rodrigues,Regular,Dell,Fado,2023-08-09,2023,8,Wednesday,9,Morning,Pastry,PAST-196,1,2.08,2.08,1.77,Yes,Downtown
TRANS-00592,1,CUST-0295,Miguel,Fernandes,Regular,HP,Indie,2023-04-24,2023,4,Monday,15,Afternoon,Hot Drink,HOT -148,1,3.16,3.16,3.16,No,Downtown
TRANS-00593,1,CUST-0302,Sofia,Oliveira,Regular,Dell,Indie,2023-12-20,2023,12,Wednesday,16,Afternoon,Cold Drink,COLD-120,1,2.55,2.55,2.55,No,Downtown
TRANS-00593,2,CUST-0302,Sofia,Oliveira,Regular,Dell,Indie,2023-12-20,2023,12,Wednesday,16,Afternoon,Pastry,PAST-114,1,2.42,2.42,2.42,No,Downtown
TRANS-00595,1,CUST-0044,Tiago,Rodrigues,Regular,Apple,Indie,2023-03-01,2023,3,Wednesday,19,Afternoon,Sandwich,SAND-119,2,4.53,9.06,9.06,No,Downtown
TRANS-00595,2,CUST-0044,Tiago,Rodrigues,Regular,Apple,Indie,2023-03-01,2023,3,Wednesday,19,Afternoon,Hot Drink,HOT -127,1,2.52,2.52,2.52,No,Downtown
TRANS-00597,1,CUST-0050,Diogo,Rodrigues,Tourist,Apple,Indie,2023-08-13,2023,8,Sunday,19,Afternoon,Cold Drink,COLD-190,1,2.63,2.63,2.63,No,Downtown
TRANS-00598,1,CUST-0023,Ana,Rodrigues,Student,Apple,Pop,2023-12-30,2023,12,Saturday,9,Morning,Pastry,PAST-103,1,2.15,2.15,2.15,No,Downtown
TRANS-00598,2,CUST-0023,Ana,Rodrigues,Student,Apple,Pop,2023-12-30,2023,12,Saturday,9,Morning,Hot Drink,HOT -187,1,3.39,3.39,3.39,No,Downtown
TRANS-00600,1,CUST-0125,Carolina,Ferreira,Regular,HP,Fado,2023-09-22,2023,9,Friday,10,Morning,Sandwich,SAND-171,1,5.18,5.18,5.18,No,Downtown
TRANS-00601,1,CUST-0237,Tiago,Ferreira,Regular,None,Pop,2023-04-29,2023,4,Saturday,20,Afternoon,Pastry,PAST-152,1,1.69,1.69,1.69,No,Downtown
TRANS-00601,2,CUST-0237,Tiago,Ferreira,Regular,None,Pop,2023-04-29,2023,4,Saturday,20,Afternoon,Hot Drink,HOT -185,1,2.04,2.04,2.04,No,Downtown
TRANS-00601,3,CUST-0237,Tiago,Ferreira,Regular,None,Pop,2023-04-29,2023,4,Saturday,20,Afternoon,Pastry,PAST-179,1,1.95,1.95,1.95,No,Downtown
TRANS-00604,1,CUST-0220,Ana,Goncalves,Student,HP,Electronic,2023-07-19,2023,7,Wednesday,8,Morning,Cold Drink,COLD-191,2,3.06,6.11,6.11,No,Downtown
TRANS-00605,1,CUST-0033,Mariana,Rodrigues,Student,None,Fado,2023-10-23,2023,10,Monday,9,Morning,Pastry,PAST-169,1,1.83,1.83,1.55,Yes,Downtown
TRANS-00606,1,CUST-0235,Carolina,Sousa,Student,HP,Pop,2023-02-28,2023,2,Tuesday,12,Lunchtime,Sandwich,SAND-186,2,5.08,10.17,10.17,No,Downtown
TRANS-00606,2,CUST-0235,Carolina,Sousa,Student,HP,Pop,2023-02-28,2023,2,Tuesday,12,Lunchtime,Cold Drink,COLD-182,1,3.28,3.28,3.28,No,Downtown
TRANS-00608,1,CUST-0201,Mariana,Fernandes,Regular,Dell,Pop,2023-10-28,2023,10,Saturday,9,Morning,Pastry,PAST-145,2,1.96,3.92,3.33,Yes,Downtown
TRANS-00608,2,CUST-0201,Mariana,Fernandes,Regular,Dell,Pop,2023-10-28,2023,10,Saturday,9,Morning,Pastry,PAST-123,1,2.21,2.21,2.21,No,Downtown
TRANS-00610,1,CUST-0153,Tiago,Martins,Regular,Lenovo,Indie,2023-11-11,2023,11,Saturday,17,Afternoon,Hot Drink,HOT -111,2,2.47,4.94,4.94,No,Downtown
TRANS-00611,1,CUST-0123,Sofia,Ferreira,Regular,Lenovo,Fado,2023-06-06,2023,6,Tuesday,9,Morning,Hot Drink,HOT -124,1,2.21,2.21,1.88,Yes,Downtown
TRANS-00612,1,CUST-0199,Sofia,Sousa,Regular,Lenovo,Indie,2023-08-03,2023,8,Thursday,17,Afternoon,Hot Drink,HOT -118,1,2.63,2.63,2.63,No,Downtown
TRANS-00613,1,CUST-0250,Carolina,Sousa,Regular,Dell,Electronic,2023-11-22,2023,11,Wednesday,16,Afternoon,Sandwich,SAND-189,1,6.29,6.29,6.29,No,Downtown
TRANS-00614,1,CUST-0089,Miguel,Oliveira,Regular,HP,Fado,2023-10-12,2023,10,Thursday,10,Morning,Pastry,PAST-163,1,1.69,1.69,1.43,Yes,Downtown
TRANS-00615,1,CUST-0231,Francisco,Rodrigues,Regular,HP,Electronic,2023-11-14,2023,11,Tuesday,8,Morning,Hot Drink,HOT -146,2,2.73,5.45,5.45,No,Downtown
TRANS-00615,2,CUST-0231,Francisco,Rodrigues,Regular,HP,Electronic,2023-11-14,2023,11,Tuesday,8,Morning,Sandwich,SAND-125,1,6.39,6.39,6.39,No,Downtown
TRANS-00615,3,CUST-0231,Francisco,Rodrigues,Regular,HP,Electronic,2023-11-14,2023,11,Tuesday,8,Morning,Pastry,PAST-165,1,1.91,1.91,1.62,Yes,Downtown
TRANS-00618,1,CUST-0252,Ana,Gomes,Regular,None,Pop,2023-08-01,2023,8,Tuesday,19,Afternoon,Hot Drink,HOT -157,1,2.12,2.12,2.12,No,Downtown
TRANS-00618,2,CUST-0252,Ana,Gomes,Regular,None,Pop,2023-08-01,2023,8,Tuesday,19,Afternoon,Pastry,PAST-104,1,1.72,1.72,1.72,No,Campus
TRANS-00620,1,CUST-0017,Miguel,Fernandes,Regular,Lenovo,Indie,2023-05-21,2023,5,Sunday,11,Lunchtime,Pastry,PAST-169,1,2.28,2.28,2.28,No,Downtown
TRANS-00621,1,CUST-0290,Diogo,Oliveira,Regular,Lenovo,Pop,2023-09-11,2023,9,Monday,16,Afternoon,Hot Drink,HOT -166,1,2.17,2.17,2.17,No,Downtown
TRANS-00621,2,CUST-0290,Diogo,Oliveira,Regular,Lenovo,Pop,2023-09-11,2023,9,Monday,16,Afternoon,Sandwich,SAND-170,1,4.6,4.6,4.6,No,Downtown
TRANS-00621,3,CUST-0290,Diogo,Oliveira,Regular,Lenovo,Pop,2023-09-11,2023,9,Monday,16,Afternoon,Hot Drink,HOT -197,1,3.08,3.08,2.62,Yes,Downtown
TRANS-00624,1,CUST-0280,Mariana,Goncalves,Regular,Lenovo,Fado,2023-04-22,2023,4,Saturday,14,Afternoon,Hot Drink,HOT -114,1,2.98,2.98,2.98,No,Downtown
TRANS-00625,1,CUST-0127,Francisco,Sousa,Regular,None,Pop,2023-06-02,2023,6,Friday,8,Morning,Pastry,PAST-158,2,2.36,4.72,4.02,Yes,Downtown
TRANS-00626,1,CUST-0045,Sofia,Rodrigues,Regular,Apple,Electronic,2023-08-13,2023,8,Sunday,9,Morning,Sandwich,SAND-131,1,5.71,5.71,5.71,No,Downtown
TRANS-00627,1,CUST-0180,Ana,Gomes,Regular,HP,Pop,2023-12-30,2023,12,Saturday,17,Afternoon,Pastry,PAST-181,1,2.12,2.12,2.12,No,Downtown
TRANS-00627,2,CUST-0180,Ana,Gomes,Regular,HP,Pop,2023-12-30,2023,12,Saturday,17,Afternoon,Sandwich,SAND-127,1,5.92,5.92,5.92,No,Downtown
TRANS-00629,1,CUST-0292,Ana,Gomes,Regular,Dell,Fado,2023-06-29,2023,6,Thursday,16,Afternoon,Hot Drink,HOT -136,1,2.25,2.25,2.25,No,Downtown
TRANS-00630,1,CUST-0150,Ana,Martins,Student,Dell,Fado,2023-05-29,2023,5,Monday,17,Afternoon,Pastry,PAST-135,2,2.01,4.03,4.03,No,Downtown
TRANS-00630,2,CUST-0150,Ana,Martins,Student,Dell,Fado,2023-05-29,2023,5,Monday,17,Afternoon,Hot Drink,HOT -187,1,2.2,2.2,2.2,No,Downtown
TRANS-00632,1,CUST-0211,Ana,Fernandes,Regular,Apple,Electronic,2023-01-31,2023,1,Tuesday,12,Lunchtime,Pastry,PAST-184,1,2.37,2.37,2.37,No,Downtown
TRANS-00633,1,CUST-0128,Miguel,Rodrigues,Student,None,Fado,2023-03-16,2023,3,Thursday,19,Afternoon,Hot Drink,HOT -142,1,3.14,3.14,3.14,No,Downtown
TRANS-00633,2,CUST-0128,Miguel,Rodrigues,Student,None,Fado,2023-03-16,2023,3,Thursday,19,Afternoon,Hot Drink,HOT -187,1,2.21,2.21,2.21,No,Downtown
TRANS-00635,1,CUST-0324,Tiago,Gomes,Regular,HP,Pop,2023-05-18,2023,5,Thursday,18,Afternoon,Pastry,PAST-154,1,1.58,1.58,1.58,No,Downtown
TRANS-00635,2,CUST-0324,Tiago,Gomes,Regular,HP,Pop,2023-05-18,2023,5,Thursday,18,Afternoon,Hot Drink,HOT -199,1,2.77,2.77,2.77,No,Downtown
TRANS-00637,1,CUST-0143,Diogo,Ferreira,Student,Lenovo,Indie,2023-12-22,2023,12,Friday,13,Lunchtime,Cold Drink,COLD-159,1,3.15,3.15,3.15,No,Downtown
TRANS-00637,2,CUST-0143,Diogo,Ferreira,Student,Lenovo,Indie,2023-12-22,2023,12,Friday,13,Lunchtime,Hot Drink,HOT -101,2,3.27,6.54,6.54,No,Downtown
TRANS-00639,1,CUST-0048,Francisco,Fernandes,Regular,Lenovo,Pop,2023-08-23,2023,8,Wednesday,18,Afternoon,Hot Drink,HOT -186,1,3.28,3.28,3.28,No,Downtown
TRANS-00639,2,CUST-0048,Francisco,Fernandes,Regular,Lenovo,Pop,2023-08-23,2023,8,Wednesday,18,Afternoon,Sandwich,SAND-169,2,6.4,12.81,12.81,No,Downtown
TRANS-00641,1,CUST-0109,Francisco,Rodrigues,Tourist,Lenovo,Fado,2023-09-11,2023,9,Monday,12,Lunchtime,Hot Drink,HOT -142,1,2.51,2.51,2.51,No,Downtown
TRANS-00642,1,CUST-0296,Miguel,Rodrigues,Regular,Dell,Indie,2023-03-08,2023,3,Wednesday,17,Afternoon,Hot Drink,HOT -163,1,3.34,3.34,3.34,No,Downtown
TRANS-00643,1,CUST-0025,Francisco,Martins,Tourist,Dell,Indie,2023-01-24,2023,1,Tuesday,9,Morning,Sandwich,SAND-181,1,4.88,4.88,4.88,No,Downtown
TRANS-00644,1,CUST-0064,Francisco,Fernandes,Regular,Dell,Electronic,2023-03-22,2023,3,Wednesday,15,Afternoon,Hot Drink,HOT -159,1,3.44,3.44,2.92,Yes,Downtown
TRANS-00645,1,CUST-0104,Diogo,Fernandes,Regular,None,Pop,2023-12-19,2023,12,Tuesday,10,Morning,Hot Drink,HOT -184,1,3.31,3.31,2.81,Yes,Downtown
TRANS-00646,1,CUST-0141,Tiago,Martins,Regular,Lenovo,Fado,2023-02-17,2023,2,Friday,18,Afternoon,Hot Drink,HOT -147,2,2.56,5.12,5.12,No,Downtown
TRANS-00646,2,CUST-0141,Tiago,Martins,Regular,Lenovo,Fado,2023-02-17,2023,2,Friday,18,Afternoon,Pastry,PAST-184,1,1.9,1.9,1.9,No,Downtown
TRANS-00648,1,CUST-0157,Francisco,Sousa,Tourist,Apple,Electronic,2023-12-25,2023,12,Monday,20,Afternoon,Sandwich,SAND-130,2,3.77,7.55,7.55,No,Downtown
TRANS-00649,1,CUST-0049,Ana,Ferreira,Student,None,Fado,2023-01-01,2023,1,Sunday,11,Lunchtime,Cold Drink,COLD-162,1,3.69,3.69,3.13,Yes,Downtown
TRANS-00649,2,CUST-0049,Ana,Ferreira,Student,None,Fado,2023-01-01,2023,1,Sunday,11,Lunchtime,Cold Drink,COLD-167,1,2.52,2.52,2.52,No,Downtown
TRANS-00651,1,CUST-0176,Diogo,Goncalves,Tourist,Dell,Pop,2023-03-03,2023,3,Friday,14,Afternoon,Cold Drink,COLD-189,2,2.64,5.28,5.28,No,Downtown
TRANS-00652,1,CUST-0197,Mariana,Sousa,Regular,Lenovo,Electronic,2023-02-15,2023,2,Wednesday,19,Afternoon,Sandwich,SAND-114,1,4.6,4.6,4.6,No,Downtown
TRANS-00653,1,CUST-0154,Francisco,Rodrigues,Tourist,Apple,Indie,2023-03-12,2023,3,Sunday,14,Afternoon,Hot Drink,HOT -197,1,2.96,2.96,2.96,No,Downtown
TRANS-00654,1,CUST-0347,Ana,Sousa,Regular,Dell,Electronic,2023-03-15,2023,3,Wednesday,9,Morning,Pastry,PAST-168,2,2.11,4.22,3.59,Yes,Downtown
TRANS-00654,2,CUST-0347,Ana,Sousa,Regular,Dell,Electronic,2023-03-15,2023,3,Wednesday,9,Morning,Pastry,PAST-122,2,2.22,4.44,3.78,Yes,Downtown
TRANS-00656,1,CUST-0322,Tiago,Martins,Tourist,Dell,Pop,2023-03-19,2023,3,Sunday,14,Afternoon,Hot Drink,HOT -179,1,3.29,3.29,3.29,No,Downtown
TRANS-00657,1,CUST-0045,Sofia,Rodrigues,Regular,Apple,Electronic,2023-02-21,2023,2,Tuesday,10,Morning,Pastry,PAST-197,1,2.23,2.23,1.9,Yes,Downtown
TRANS-00657,2,CUST-0045,Sofia,Rodrigues,Regular,Apple,Electronic,2023-02-21,2023,2,Tuesday,10,Morning,Pastry,PAST-145,2,1.81,3.63,3.63,No,Downtown
TRANS-00659,1,CUST-0072,Francisco,Rodrigues,Regular,Lenovo,Pop,2023-05-07,2023,5,Sunday,12,Lunchtime,Hot Drink,HOT -183,1,2.83,2.83,2.83,No,Downtown
TRANS-00660,1,CUST-0308,Sofia,Goncalves,Student,Apple,Pop,2023-11-08,2023,11,Wednesday,12,Lunchtime,Sandwich,SAND-189,2,6.04,12.08,10.27,Yes,Downtown
TRANS-00660,2,CUST-0308,Sofia,Goncalves,Student,Apple,Pop,2023-11-08,2023,11,Wednesday,12,Lunchtime,Sandwich,SAND-139,1,5.32,5.32,5.32,No,Downtown
TRANS-00660,3,CUST-0308,Sofia,Goncalves,Student,Apple,Pop,2023-11-08,2023,11,Wednesday,12,Lunchtime,Hot Drink,HOT -125,1,2.44,2.44,2.44,No,Downtown
TRANS-00663,1,CUST-0028,Mariana,Fernandes,Regular,HP,Indie,2023-05-03,2023,5,Wednesday,15,Afternoon,Sandwich,SAND-150,1,5.0,5.0,5.0,No,Downtown
TRANS-00663,2,CUST-0028,Mariana,Fernandes,Regular,HP,Indie,2023-05-03,2023,5,Wednesday,15,Afternoon,Cold Drink,COLD-177,2,4.28,8.55,8.55,No,Downtown
TRANS-00663,3,CUST-0028,Mariana,Fernandes,Regular,,Indie,2023-05-03,2023,5,Wednesday,15,Afternoon,Hot Drink,HOT -102,1,3.4,3.4,3.4,No,Downtown
TRANS-00666,1,CUST-0068,Francisco,Martins,Regular,HP,Pop,2023-07-18,2023,7,Tuesday,17,Afternoon,Hot Drink,HOT -154,1,3.02,3.02,3.02,No,Downtown
TRANS-00666,2,CUST-0068,Francisco,Martins,Regular,HP,Pop,2023-07-18,2023,7,Tuesday,17,Afternoon,Hot Drink,HOT -198,1,3.48,3.48,3.48,No,Downtown
TRANS-00668,1,CUST-0038,Mariana,Fernandes,Tourist,Apple,Indie,2023-01-09,2023,1,Monday,17,Afternoon,Sandwich,SAND-109,1,4.15,4.15,3.53,Yes,Downtown
TRANS-00669,1,CUST-0031,Francisco,Goncalves,Regular,Apple,Fado,2023-07-23,2023,7,Sunday,16,Afternoon,Pastry,PAST-137,2,2.0,4.0,4.0,No,Downtown
TRANS-00669,2,CUST-0031,Francisco,Goncalves,Regular,Apple,Fado,2023-07-23,2023,7,Sunday,16,Afternoon,Hot Drink,HOT -154,1,2.6,2.6,2.6,No,Downtown
TRANS-00671,1,CUST-0328,Sofia,Rodrigues,Student,None,Electronic,2023-10-02,2023,10,Monday,16,Afternoon,Cold Drink,COLD-179,2,2.67,5.33,5.33,No,Downtown
TRANS-00671,2,CUST-0328,Sofia,Rodrigues,Student,None,Electronic,2023-10-02,2023,10,Monday,16,Afternoon,Hot Drink,HOT -111,1,2.3,2.3,2.3,No,Downtown
TRANS-00673,1,CUST-0080,Mariana,Oliveira,Student,HP,Electronic,2023-10-02,2023,10,Monday,13,Lunchtime,Cold Drink,COLD-151,1,4.03,4.03,4.03,No,Downtown
TRANS-00673,2,CUST-0080,Mariana,Oliveira,Student,,Electronic,2023-10-02,2023,10,Monday,13,Lunchtime,Pastry,PAST-184,1,1.57,1.57,1.57,No,Downtown
TRANS-00673,3,CUST-0080,Mariana,Oliveira,Student,HP,Electronic,2023-10-02,2023,10,Monday,13,Lunchtime,Sandwich,SAND-190,2,6.36,12.72,12.72,No,Downtown
TRANS-00676,1,CUST-0123,Sofia,Ferreira,Regular,Lenovo,Fado,2023-01-30,2023,1,Monday,11,Lunchtime,Hot Drink,HOT -112,2,2.17,4.35,4.35,No,Downtown
TRANS-00677,1,CUST-0314,Diogo,Oliveira,Student,None,Pop,2023-11-08,2023,11,Wednesday,8,Morning,Pastry,PAST-140,1,2.16,2.16,1.83,Yes,Downtown
TRANS-00678,1,CUST-0090,Francisco,Sousa,Regular,Lenovo,Fado,2023-03-03,2023,3,Friday,8,Morning,Sandwich,SAND-191,1,3.53,3.53,3.53,No,Downtown
TRANS-00679,1,CUST-0255,Diogo,Oliveira,Tourist,Dell,Pop,2023-06-27,2023,6,Tuesday,16,Afternoon,Pastry,PAST-167,2,2.22,4.44,4.44,No,Downtown
TRANS-00680,1,CUST-0086,Miguel,Oliveira,Regular,Dell,Fado,2023-07-10,2023,7,Monday,10,Morning,Hot Drink,HOT -196,1,2.4,2.4,2.4,No,Downtown
TRANS-00680,2,CUST-0086,Miguel,Oliveira,Regular,Dell,Fado,2023-07-10,2023,7,Monday,10,Morning,Sandwich,SAND-116,1,3.59,3.59,3.59,No,Downtown
TRANS-00682,1,CUST-0220,Ana,Goncalves,Student,HP,Electronic,2023-05-20,2023,5,Saturday,16,Afternoon,Sandwich,SAND-109,1,6.43,6.43,6.43,No,Downtown
TRANS-00682,2,CUST-0220,Ana,Goncalves,Student,HP,Electronic,2023-05-20,2023,5,Saturday,16,Afternoon,Sandwich,SAND-181,1,4.87,4.87,4.14,Yes,Downtown
TRANS-00682,3,CUST-0220,Ana,Goncalves,Student,HP,Electronic,2023-05-20,2023,5,Saturday,16,Afternoon,Hot Drink,HOT -147,1,3.29,3.29,2.8,Yes,Downtown
TRANS-00685,1,CUST-0086,Miguel,Oliveira,Regular,Dell,Fado,2023-07-08,2023,7,Saturday,10,Morning,Sandwich,SAND-133,1,6.18,6.18,6.18,No,Downtown
TRANS-00686,1,CUST-0346,Tiago,Gomes,Student,Lenovo,Pop,2023-03-01,2023,3,Wednesday,11,Lunchtime,Sandwich,SAND-195,1,3.63,3.63,3.63,No,Downtown
TRANS-00686,2,CUST-0346,Tiago,Gomes,Student,Lenovo,Pop,2023-03-01,2023,3,Wednesday,11,Lunchtime,Hot Drink,HOT -102,1,2.71,2.71,2.71,No,Downtown
TRANS-00688,1,CUST-0197,Mariana,Sousa,Regular,Lenovo,Electronic,2023-03-18,2023,3,Saturday,10,Morning,Cold Drink,COLD-105,1,4.33,4.33,4.33,No,Downtown
TRANS-00688,2,CUST-0197,Mariana,Sousa,Regular,Lenovo,Electronic,2023-03-18,2023,3,Saturday,10,Morning,Pastry,PAST-195,2,1.72,3.45,2.93,Yes,Downtown
TRANS-00690,1,CUST-0128,Miguel,Rodrigues,Student,None,Fado,2023-08-02,2023,8,Wednesday,19,Afternoon,Sandwich,SAND-141,2,3.73,7.47,7.47,No,Downtown
TRANS-00690,2,CUST-0128,Miguel,Rodrigues,Student,None,Fado,2023-08-02,2023,8,Wednesday,19,Afternoon,Sandwich,SAND-148,2,5.52,11.04,9.38,Yes,Downtown
TRANS-00692,1,CUST-0027,Diogo,Rodrigues,Student,HP,Indie,2023-04-02,2023,4,Sunday,11,Lunchtime,Sandwich,SAND-167,1,6.36,6.36,6.36,No,Downtown
TRANS-00692,2,CUST-0027,Diogo,Rodrigues,Student,HP,Indie,2023-04-02,2023,4,Sunday,11,Lunchtime,Sandwich,SAND-109,1,6.1,6.1,6.1,No,Downtown
TRANS-00694,1,CUST-0160,Sofia,Rodrigues,Tourist,None,Electronic,2023-06-17,2023,6,Saturday,9,Morning,Sandwich,SAND-171,1,4.61,4.61,4.61,No,Downtown
TRANS-00694,2,CUST-0160,Sofia,Rodrigues,Tourist,None,Electronic,2023-06-17,2023,6,Saturday,9,Morning,Hot Drink,HOT -138,1,2.46,2.46,2.09,Yes,Downtown
TRANS-00696,1,CUST-0319,Carolina,Rodrigues,Regular,Dell,Pop,2023-05-05,2023,5,Friday,15,Afternoon,Hot Drink,HOT -148,1,2.74,2.74,2.74,No,Downtown
TRANS-00696,2,CUST-0319,Carolina,Rodrigues,Regular,Dell,Pop,2023-05-05,2023,5,Friday,15,Afternoon,Sandwich,SAND-199,1,5.7,5.7,5.7,No,Downtown
TRANS-00698,1,CUST-0280,Mariana,Goncalves,Regular,Lenovo,Fado,2023-05-06,2023,5,Saturday,10,Morning,Pastry,PAST-101,1,1.52,1.52,1.52,No,Downtown
TRANS-00699,1,CUST-0278,Miguel,Oliveira,Student,Dell,Indie,2023-06-27,2023,6,Tuesday,18,Afternoon,Sandwich,SAND-189,2,6.35,12.71,12.71,No,Downtown
TRANS-00700,1,CUST-0001,Carolina,Goncalves,Regular,HP,Fado,2023-12-03,2023,12,Sunday,14,Afternoon,Hot Drink,HOT -195,1,2.16,2.16,2.16,No,Downtown
TRANS-00701,1,CUST-0272,Mariana,Sousa,Regular,Apple,Pop,2023-05-02,2023,5,Tuesday,14,Afternoon,Pastry,PAST-163,1,2.47,2.47,2.47,No,Downtown
TRANS-00701,2,CUST-0272,Mariana,Sousa,Regular,Apple,Pop,2023-05-02,2023,5,Tuesday,14,Afternoon,Hot Drink,HOT -119,1,2.14,2.14,2.14,No,Downtown
TRANS-00703,1,CUST-0119,Sofia,Gomes,Regular,HP,Indie,2023-09-24,2023,9,Sunday,14,Afternoon,Hot Drink,HOT -190,1,2.69,2.69,2.69,No,Downtown
TRANS-00704,1,CUST-0044,Tiago,Rodrigues,Regular,Apple,Indie,2023-10-25,2023,10,Wednesday,9,Morning,Cold Drink,COLD-165,1,4.14,4.14,4.14,No,Downtown
TRANS-00705,1,CUST-0039,Diogo,Ferreira,Regular,Lenovo,Indie,2023-10-31,2023,10,Tuesday,17,Afternoon,Hot Drink,HOT -108,1,3.45,3.45,3.45,No,Downtown
TRANS-00706,1,CUST-0122,Carolina,Goncalves,Regular,Apple,Pop,2023-05-30,2023,5,Tuesday,12,Lunchtime,Hot Drink,HOT -141,1,2.59,2.59,2.59,No,Downtown
TRANS-00706,2,CUST-0122,Carolina,Goncalves,Regular,Apple,Pop,2023-05-30,2023,5,Tuesday,12,Lunchtime,Pastry,PAST-195,1,1.95,1.95,1.95,No,Downtown
TRANS-00708,1,CUST-0120,Miguel,Oliveira,Student,Apple,Pop,2023-02-08,2023,2,Wednesday,11,Lunchtime,Pastry,PAST-118,1,2.08,2.08,2.08,No,Downtown
TRANS-00709,1,CUST-0080,Mariana,Oliveira,Student,HP,Electronic,2023-02-24,2023,2,Friday,10,Morning,Pastry,PAST-158,1,1.91,1.91,1.62,Yes,Downtown
TRANS-00709,2,CUST-0080,Mariana,Oliveira,Student,HP,Electronic,2023-02-24,2023,2,Friday,10,Morning,Pastry,PAST-169,1,2.27,2.27,1.93,Yes,Downtown
TRANS-00711,1,CUST-0232,Mariana,Rodrigues,Tourist,Dell,Fado,2023-06-07,2023,6,Wednesday,15,Afternoon,Hot Drink,HOT -134,1,2.14,2.14,2.14,No,Downtown
